query_id,parent_count,representation,method,component_accuracy,parent_precision,parent_recall,parent_f1,parent_set_exact,component_set_exact
Q0028,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0028,2,OPCODE_STRUCT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0028,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0028,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0028,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0029,2,OPCODE_3GRAM,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0029,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0029,2,OPCODE_3GRAM,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0029,2,OPCODE_STRUCT,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0029,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0029,2,OPCODE_STRUCT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0029,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.8333333333333334,0.6666666666666666,1.0,0.8,False,False
Q0029,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0029,2,OPCODE_CONTEXT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0030,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0030,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0030,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0030,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.16666666666666666,0.5,0.25,False,False
Q0030,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0030,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0030,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0030,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0030,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0031,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0031,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0031,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0031,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.16666666666666666,0.5,0.25,False,False
Q0031,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0031,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0031,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0031,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0031,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0032,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0032,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0032,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0032,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0032,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0032,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0032,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0032,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0032,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0033,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0033,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0033,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0033,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0033,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0033,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0033,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.2,0.5,0.28571428571428575,False,False
Q0033,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0033,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0034,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0034,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0034,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0034,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0034,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0034,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0034,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0034,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0034,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0035,2,OPCODE_3GRAM,B1_INDEPENDENT,0.3333333333333333,0.6666666666666666,1.0,0.8,False,False
Q0035,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0035,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0035,2,OPCODE_STRUCT,B1_INDEPENDENT,0.3333333333333333,0.4,1.0,0.5714285714285715,False,False
Q0035,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0035,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0035,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.5,1.0,0.6666666666666666,False,False
Q0035,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0035,2,OPCODE_CONTEXT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0036,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0036,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0036,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0036,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0036,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0036,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0036,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0036,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0036,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0037,2,OPCODE_3GRAM,B1_INDEPENDENT,0.5,0.4,1.0,0.5714285714285715,False,False
Q0037,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0037,2,OPCODE_3GRAM,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0037,2,OPCODE_STRUCT,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0037,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0037,2,OPCODE_STRUCT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0037,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.4,1.0,0.5714285714285715,False,False
Q0037,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0037,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0038,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0038,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0038,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0038,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0038,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0038,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0038,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0038,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0038,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0039,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0039,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0039,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0039,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.16666666666666666,0.5,0.25,False,False
Q0039,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0039,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0039,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0039,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0039,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0040,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0040,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0040,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0040,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0040,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0040,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0040,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0040,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0040,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0041,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0041,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0041,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0041,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0041,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0041,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0041,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.2,0.5,0.28571428571428575,False,False
Q0041,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0041,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0042,2,OPCODE_3GRAM,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0042,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0042,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0042,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0042,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0042,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0042,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0042,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0042,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0043,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0043,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0043,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0043,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0043,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0043,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0043,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0043,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0043,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0044,2,OPCODE_3GRAM,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0044,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0044,2,OPCODE_3GRAM,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0044,2,OPCODE_STRUCT,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0044,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0044,2,OPCODE_STRUCT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0044,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0044,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0044,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0045,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.16666666666666666,0.5,0.25,False,False
Q0045,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0045,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0045,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0045,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0045,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0045,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0045,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0045,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.5,0.5,0.5,False,False
Q0046,2,OPCODE_3GRAM,B1_INDEPENDENT,0.3333333333333333,0.4,1.0,0.5714285714285715,False,False
Q0046,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0046,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,1.0,0.5,0.6666666666666666,False,False
Q0046,2,OPCODE_STRUCT,B1_INDEPENDENT,0.3333333333333333,0.3333333333333333,1.0,0.5,False,False
Q0046,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0046,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0046,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.5,1.0,0.6666666666666666,False,False
Q0046,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0046,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0047,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0047,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0047,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0047,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0047,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0047,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0047,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0047,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0047,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0048,2,OPCODE_3GRAM,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0048,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0048,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0048,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.3333333333333333,0.5,0.4,False,False
Q0048,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0048,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0048,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.3333333333333333,0.5,0.4,False,False
Q0048,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0048,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0049,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0049,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0049,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0049,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0049,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0049,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0049,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.3333333333333333,0.5,0.4,False,False
Q0049,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0049,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.5,0.5,0.5,False,False
Q0050,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0050,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0050,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0050,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0050,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0050,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0050,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0050,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0050,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0051,2,OPCODE_3GRAM,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0051,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0051,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0051,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0051,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0051,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0051,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0051,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0051,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0052,2,OPCODE_3GRAM,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0052,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0052,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0052,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0052,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0052,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0052,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0052,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0052,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0053,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.16666666666666666,0.5,0.25,False,False
Q0053,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0053,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0053,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0053,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0053,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0053,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0053,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0053,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0054,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0054,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0054,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0054,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.3333333333333333,0.5,0.4,False,False
Q0054,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0054,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,1.0,0.5,0.6666666666666666,False,False
Q0054,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0054,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0054,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0055,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.2,0.5,0.28571428571428575,False,False
Q0055,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0055,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0055,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0055,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0055,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0055,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0055,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
