query_id,node_id,scenario,modality,parent_token,evaluation_label,private_source_fresh_id,donor_query_id,donor_node_id,source_component_sha256,payload_relpath
Q11A0039,Q11A0039_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0028,Q6K00536,Q6K00536_N05,b03c0c6ca7b5c366d129d23757871e36de24e769c59de7e7b483e384e1d0f6f3,queries/Q6K00536/Q6K00536_N05.png
Q11A0040,Q11A0040_N01,MU_2K2U,CODE,K0,FMOD0083,FMOD0083,Q6K00194,Q6K00194_N02,6269d9d9ccb0da048eae50ce4afc4beba7e069f4719d155437d8260c88f9e0c4,queries/Q6K00194/Q6K00194_N02.bin
Q11A0040,Q11A0040_N02,MU_2K2U,CODE,K1,FMOD0061,FMOD0061,Q6K00317,Q6K00317_N01,775652a68bbb353c58cae5f1a73510a91f0d8069f47a6ef8bce8e0563fa9ecb0,queries/Q6K00317/Q6K00317_N01.bin
Q11A0040,Q11A0040_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0068,Q6K00535,Q6K00535_N04,c97f48e9f04ee40fb42e310cbcac4cdefd42e7662b6e35a8d9cdbfdf61bcf98f,queries/Q6K00535/Q6K00535_N04.bin
Q11A0040,Q11A0040_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0007,Q6K00483,Q6K00483_N07,1a99cf4e027cb1cc9c0905ea0829c5a076f49838b3321677e36d39fb8464ffc3,queries/Q6K00483/Q6K00483_N07.bin
Q11A0040,Q11A0040_N05,MU_2K2U,CODE,K0,FMOD0083,FMOD0083,Q6K00350,Q6K00350_N02,5e00f30dd3d3a472286253b15cecb3aef7941cde330544df2369d3a999aba40e,queries/Q6K00350/Q6K00350_N02.bin
Q11A0040,Q11A0040_N06,MU_2K2U,STRUCTURED,K1,FMOD0061,FMOD0061,Q6K00423,Q6K00423_N07,5a191025c1e8735bdae7149d941dc89591e46205cb39acb2dce7b839adb6d517,queries/Q6K00423/Q6K00423_N07.bin
Q11A0040,Q11A0040_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0068,Q6K00535,Q6K00535_N07,cf60d02e6dc8c9bdc03308db1b7921278e73e333d06fe022a2295eecc591a5b3,queries/Q6K00535/Q6K00535_N07.png
Q11A0041,Q11A0041_N01,MU_2K2U,CODE,K0,FMOD0040,FMOD0040,Q6K00315,Q6K00315_N07,dce920a5bfa16390f34fdf5028b68a2d4642f241bed77843a77701834f6e452b,queries/Q6K00315/Q6K00315_N07.bin
Q11A0041,Q11A0041_N02,MU_2K2U,CODE,K1,FMOD0060,FMOD0060,Q6K00232,Q6K00232_N02,0b3c0971177904e18e40c11177671d93ca98d408473530cdb4f26b8f6d15bc9b,queries/Q6K00232/Q6K00232_N02.bin
Q11A0041,Q11A0041_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0070,Q6K00510,Q6K00510_N03,2cd4724f5fbbaaf48e84ba0b51801074d8a03200471a9fb30767521f287b9a2b,queries/Q6K00510/Q6K00510_N03.bin
Q11A0041,Q11A0041_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0084,Q6K00537,Q6K00537_N05,70e706cfefcfa2cf05b7daf286172636c514d69332ee833888030f9ea67946f8,queries/Q6K00537/Q6K00537_N05.bin
Q11A0041,Q11A0041_N05,MU_2K2U,CODE,K0,FMOD0040,FMOD0040,Q6K00366,Q6K00366_N01,836c0828b171dc6e09e24c5cdd1d99d9bc27eae77291efc468c6d82d464520cd,queries/Q6K00366/Q6K00366_N01.bin
Q11A0041,Q11A0041_N06,MU_2K2U,STRUCTURED,K1,FMOD0060,FMOD0060,Q6K00383,Q6K00383_N03,475afafc9e961d10562627b99aa2e38b0716dcb59e610c8219f370fe01dbc82c,queries/Q6K00383/Q6K00383_N03.bin
Q11A0041,Q11A0041_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0070,Q6K00467,Q6K00467_N03,fdfd345cf4c9ff0380597a0fa3f07e5499d6a5c81fe96f446563853ee6d6e05b,queries/Q6K00467/Q6K00467_N03.png
Q11A0042,Q11A0042_N01,MU_2K2U,CODE,K0,FMOD0011,FMOD0011,Q6K00228,Q6K00228_N06,b75288192b29e3ae40ba8b672115ec20d166607c7156f303682d87eb934a3440,queries/Q6K00228/Q6K00228_N06.bin
Q11A0042,Q11A0042_N02,MU_2K2U,CODE,K1,FMOD0077,FMOD0077,Q6K00475,Q6K00475_N04,2a75ccc9c903fff87b80b88cc30957deafaf43270a6e3b40c5d0f14e5d7cb7c6,queries/Q6K00475/Q6K00475_N04.bin
Q11A0042,Q11A0042_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0048,Q6K00457,Q6K00457_N06,f7faeb3d672a16ba7e391e3d6c55e50f9362f07d7209dc6e4eae327487a01a49,queries/Q6K00457/Q6K00457_N06.bin
Q11A0042,Q11A0042_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0094,Q6K00376,Q6K00376_N03,4b1e8dd614d58d9e1ac3c0377aba894e8b8b4385824394f07b7767f81940d4c1,queries/Q6K00376/Q6K00376_N03.bin
Q11A0042,Q11A0042_N05,MU_2K2U,CODE,K0,FMOD0011,FMOD0011,Q6K00440,Q6K00440_N05,464b5604265f5a37eff2ab7dd31050fa5ad70ba859e05c3a587ab277af34b60c,queries/Q6K00440/Q6K00440_N05.bin
Q11A0042,Q11A0042_N06,MU_2K2U,STRUCTURED,K1,FMOD0077,FMOD0077,Q6K00181,Q6K00181_N07,6e12237f22d50ad8262bd06a041032f58d41566d9babb95838940094350ad42f,queries/Q6K00181/Q6K00181_N07.bin
Q11A0042,Q11A0042_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0048,Q6K00408,Q6K00408_N03,3acb37312d6a934d9cdf128a357958c2a2f57246fd6b31953d4d4805a07e0778,queries/Q6K00408/Q6K00408_N03.png
Q11A0043,Q11A0043_N01,MU_2K2U,CODE,K0,FMOD0004,FMOD0004,Q6K00184,Q6K00184_N03,ec13d2655f3aaeb43b54b42643ef05631909e23e00be1ee6a2d685f94259f4a4,queries/Q6K00184/Q6K00184_N03.bin
Q11A0043,Q11A0043_N02,MU_2K2U,CODE,K1,FMOD0060,FMOD0060,Q6K00219,Q6K00219_N04,77eaea9c8b2546310ed389e5b431110a1391ed556714952499af89b32933a01e,queries/Q6K00219/Q6K00219_N04.bin
Q11A0043,Q11A0043_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0090,Q6K00362,Q6K00362_N01,22640c40db5a4bb1a8dcfe1fd2b66ee296070266eb155e07fc34e0ce2fe16ef0,queries/Q6K00362/Q6K00362_N01.bin
Q11A0043,Q11A0043_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0048,Q6K00526,Q6K00526_N04,357304d05943fafa58e8c669ca2cdbfeec665cdb5d4359947ff3d671fc55f7f1,queries/Q6K00526/Q6K00526_N04.bin
Q11A0043,Q11A0043_N05,MU_2K2U,CODE,K0,FMOD0004,FMOD0004,Q6K00369,Q6K00369_N03,5ac76493dd2ca5d5fd32ea3438c6fd9b5d288c60015ebf068e15e958cd19db54,queries/Q6K00369/Q6K00369_N03.bin
Q11A0043,Q11A0043_N06,MU_2K2U,STRUCTURED,K1,FMOD0060,FMOD0060,Q6K00219,Q6K00219_N05,c5f6e7bb93da264507fb7818ba0d10e303180c2fe73212117204e790f7cdef47,queries/Q6K00219/Q6K00219_N05.bin
Q11A0043,Q11A0043_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0090,Q6K00362,Q6K00362_N07,a4d4ee4980441fded2f8dc9b281373e12d583e53defd016ecf202b5c708dc953,queries/Q6K00362/Q6K00362_N07.png
Q11A0044,Q11A0044_N01,MU_2K2U,CODE,K0,FMOD0096,FMOD0096,Q6K00437,Q6K00437_N05,bc6f2783cd7a40b1ecfc3008ec68e548a270f7f0d865f5e25bf88424321adc9f,queries/Q6K00437/Q6K00437_N05.bin
Q11A0044,Q11A0044_N02,MU_2K2U,CODE,K1,FMOD0011,FMOD0011,Q6K00425,Q6K00425_N01,c2a3135fb745b245e43b81dd268d7dbe41f6f8325503698ac750e2f30e688a91,queries/Q6K00425/Q6K00425_N01.bin
Q11A0044,Q11A0044_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0028,Q6K00461,Q6K00461_N06,3873af9a07d3160756572be05f1566a656dc3e94775d103d0536ee431969a003,queries/Q6K00461/Q6K00461_N06.bin
Q11A0044,Q11A0044_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0094,Q6K00495,Q6K00495_N03,6fc6e8baeff55dac4a7e7bd10028764c771a32a06d1d828f725c69f8695a5b1d,queries/Q6K00495/Q6K00495_N03.bin
Q11A0044,Q11A0044_N05,MU_2K2U,CODE,K0,FMOD0096,FMOD0096,Q6K00185,Q6K00185_N03,55de95c91298019fb71da4f09dbb2b7aea9ff1ed2d2b91317ad2b09624ee45d4,queries/Q6K00185/Q6K00185_N03.bin
Q11A0044,Q11A0044_N06,MU_2K2U,STRUCTURED,K1,FMOD0011,FMOD0011,Q6K00241,Q6K00241_N06,774e976948fb8a83568c553fc53e7be2427c82c2939ec84041e85bf4126f16c7,queries/Q6K00241/Q6K00241_N06.bin
Q11A0044,Q11A0044_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0028,Q6K00536,Q6K00536_N05,b03c0c6ca7b5c366d129d23757871e36de24e769c59de7e7b483e384e1d0f6f3,queries/Q6K00536/Q6K00536_N05.png
Q11A0045,Q11A0045_N01,MU_2K2U,CODE,K0,FMOD0069,FMOD0069,Q6K00339,Q6K00339_N03,425b27c8137cbf8ac9a8b3ad873ab748acd475889bc5eb201b8c623f68b6cdec,queries/Q6K00339/Q6K00339_N03.bin
Q11A0045,Q11A0045_N02,MU_2K2U,CODE,K1,FMOD0022,FMOD0022,Q6K00382,Q6K00382_N01,22be24d036af3e593ba1a0f45c02f2a50dad9cf33ad278db37e57c91f80ac428,queries/Q6K00382/Q6K00382_N01.bin
Q11A0045,Q11A0045_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0006,Q6K00447,Q6K00447_N06,5f2ec3f84d4716501c89541e972429ac9c59d394fb893b212348832c5335952f,queries/Q6K00447/Q6K00447_N06.bin
Q11A0045,Q11A0045_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0046,Q6K00511,Q6K00511_N05,15b0babbb2f4fa15c5de38ceacc3cd0d07e2c22a153c5ed947479bcb1f6881ca,queries/Q6K00511/Q6K00511_N05.bin
Q11A0045,Q11A0045_N05,MU_2K2U,CODE,K0,FMOD0069,FMOD0069,Q6K00428,Q6K00428_N05,0081351f2bfc5c934e0b3014cf0fce5f5f3670b86d72b2e9b27b66cbcc4dd9e7,queries/Q6K00428/Q6K00428_N05.bin
Q11A0045,Q11A0045_N06,MU_2K2U,STRUCTURED,K1,FMOD0022,FMOD0022,Q6K00245,Q6K00245_N05,6dcf97f305bb6c24bfa10573fa6f600b574249f8d9907c5a3277975e052442b2,queries/Q6K00245/Q6K00245_N05.bin
Q11A0045,Q11A0045_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0006,Q6K00433,Q6K00433_N01,e2ae0ea11b63a4ec2d24f75b129afcd9830db97c80e228ae65fe07ece1a40d95,queries/Q6K00433/Q6K00433_N01.png
Q11A0046,Q11A0046_N01,MU_2K2U,CODE,K0,FMOD0035,FMOD0035,Q6K00403,Q6K00403_N01,08d5cfa4e5c646b3bb56cc078e2aa88f9a4a8d9a854e4de9148f6832b65671e3,queries/Q6K00403/Q6K00403_N01.bin
Q11A0046,Q11A0046_N02,MU_2K2U,CODE,K1,FMOD0036,FMOD0036,Q6K00406,Q6K00406_N05,82e3148c80e6c9f3aa1f9c93609a7e63873cfadc94ef1a35b4c7e464e0c27406,queries/Q6K00406/Q6K00406_N05.bin
Q11A0046,Q11A0046_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0094,Q6K00495,Q6K00495_N05,8c12f15e7f34f8c64a4a0747fc9371dcc7103ffa2312d819c41f35ba881c928e,queries/Q6K00495/Q6K00495_N05.bin
Q11A0046,Q11A0046_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0068,Q6K00363,Q6K00363_N02,048841c8c5fab51352713565f257b12877157778eac49533913707e63bf44fa2,queries/Q6K00363/Q6K00363_N02.bin
Q11A0046,Q11A0046_N05,MU_2K2U,CODE,K0,FMOD0035,FMOD0035,Q6K00353,Q6K00353_N03,68407a4883e4969a76c5295b29acce8a62df13eb31a8f878f259ccbf9ca74500,queries/Q6K00353/Q6K00353_N03.bin
Q11A0046,Q11A0046_N06,MU_2K2U,STRUCTURED,K1,FMOD0036,FMOD0036,Q6K00298,Q6K00298_N05,23cb81bca3b0521d872094994618605eaa904149e1c0e47717f2fba3bb909c73,queries/Q6K00298/Q6K00298_N05.bin
Q11A0046,Q11A0046_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0094,Q6K00495,Q6K00495_N07,e67813abc31c2493dd82ff78ccea7a915cbc63bc14ed14f286d015eb6e70113d,queries/Q6K00495/Q6K00495_N07.png
Q11A0047,Q11A0047_N01,MU_2K2U,CODE,K0,FMOD0036,FMOD0036,Q6K00322,Q6K00322_N07,635338ecba2bd8a0759be7288bd20667060d016f7489107dc0a30ab3a4f88799,queries/Q6K00322/Q6K00322_N07.bin
Q11A0047,Q11A0047_N02,MU_2K2U,CODE,K1,FMOD0069,FMOD0069,Q6K00290,Q6K00290_N05,2ab65a1c547fe00c2625e95915571bc952d2c865ddbbb4950f569f1822bcf4f7,queries/Q6K00290/Q6K00290_N05.bin
Q11A0047,Q11A0047_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0046,Q6K00480,Q6K00480_N04,81ad0f4f1755284d1df780ac2a1c21c1b2587bd8ff295f7bac010ed9d117c2db,queries/Q6K00480/Q6K00480_N04.bin
Q11A0047,Q11A0047_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0027,Q6K00531,Q6K00531_N06,4bb93ac5a3c992e8eec2466001f2ff62ac7151d5a84fa9701e9a2bcc98478814,queries/Q6K00531/Q6K00531_N06.bin
Q11A0047,Q11A0047_N05,MU_2K2U,CODE,K0,FMOD0036,FMOD0036,Q6K00406,Q6K00406_N05,82e3148c80e6c9f3aa1f9c93609a7e63873cfadc94ef1a35b4c7e464e0c27406,queries/Q6K00406/Q6K00406_N05.bin
Q11A0047,Q11A0047_N06,MU_2K2U,STRUCTURED,K1,FMOD0069,FMOD0069,Q6K00373,Q6K00373_N02,15cdec8f3ba9426e31c99647b1d07cbffa550d8e6fcde5053742c7bf3032a79c,queries/Q6K00373/Q6K00373_N02.bin
Q11A0047,Q11A0047_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0046,Q6K00511,Q6K00511_N07,3217d88cc496341b65b8c4323fb887e68d2e8938fe14c4051406db699fb037ee,queries/Q6K00511/Q6K00511_N07.png
Q11A0048,Q11A0048_N01,MU_2K2U,CODE,K0,FMOD0003,FMOD0003,Q6K00223,Q6K00223_N06,4086d39bd203cbcd29c3b95d95251cee389fc516206cf80a2a2d5e942f14c635,queries/Q6K00223/Q6K00223_N06.bin
Q11A0048,Q11A0048_N02,MU_2K2U,CODE,K1,FMOD0055,FMOD0055,Q6K00438,Q6K00438_N06,fca8e94ec238284f66185b85f9d0dabd164ea90de9ffb7f549871dc8a7247be1,queries/Q6K00438/Q6K00438_N06.bin
Q11A0048,Q11A0048_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0084,Q6K00445,Q6K00445_N05,fa135719839535342292632c8456bd7acde9fb7a318177b3209447e6ce896d29,queries/Q6K00445/Q6K00445_N05.bin
Q11A0048,Q11A0048_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0046,Q6K00527,Q6K00527_N06,48730ef20146fe804595156c01932163c643ea5ce0aa0f13f816356761607d8a,queries/Q6K00527/Q6K00527_N06.bin
Q11A0048,Q11A0048_N05,MU_2K2U,CODE,K0,FMOD0003,FMOD0003,Q6K00338,Q6K00338_N05,7f4a240a47918d2f5cc64843022094bb84bc328af2785fea82ba83e6706dd1d8,queries/Q6K00338/Q6K00338_N05.bin
Q11A0048,Q11A0048_N06,MU_2K2U,STRUCTURED,K1,FMOD0055,FMOD0055,Q6K00412,Q6K00412_N05,0882dc3ff15c0a64411bc2eca71acef5d74359c29b119826d1522b1d16e4e349,queries/Q6K00412/Q6K00412_N05.bin
Q11A0048,Q11A0048_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0084,Q6K00503,Q6K00503_N06,482a18eb975091b28cb560e4db17862c876cc7234ae8b67d1600799b00277d97,queries/Q6K00503/Q6K00503_N06.png
Q11A0049,Q11A0049_N01,MU_2K2U,CODE,K0,FMOD0083,FMOD0083,Q6K00194,Q6K00194_N07,1337c0107ea2b667d38b49b611611325af3a12ea682f57e301b7bb0fd3defd9a,queries/Q6K00194/Q6K00194_N07.bin
Q11A0049,Q11A0049_N02,MU_2K2U,CODE,K1,FMOD0035,FMOD0035,Q6K00283,Q6K00283_N01,b655c28468de5547b91fd8451b0da0ea6da1767cd389d8a8c221ba8f3bdf550f,queries/Q6K00283/Q6K00283_N01.bin
Q11A0049,Q11A0049_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0046,Q6K00404,Q6K00404_N06,28bcc0481ebf6990135f14f171aac3830e84e2c9cf08f05bf4e1e1e18cec7f15,queries/Q6K00404/Q6K00404_N06.bin
Q11A0049,Q11A0049_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0007,Q6K00397,Q6K00397_N03,06b154701e169a0f7cdd499eae5e3f22ae4654e4f77c3c14eb604dc77544c67f,queries/Q6K00397/Q6K00397_N03.bin
Q11A0049,Q11A0049_N05,MU_2K2U,CODE,K0,FMOD0083,FMOD0083,Q6K00194,Q6K00194_N01,4a231bf942c9bb9ef7e94a940780a6cae19cd36033c18cbafec1e8b5c5539ed2,queries/Q6K00194/Q6K00194_N01.bin
Q11A0049,Q11A0049_N06,MU_2K2U,STRUCTURED,K1,FMOD0035,FMOD0035,Q6K00452,Q6K00452_N01,49fa27b343cc09f8b8645cf33c8e427fd137e7d64fa1d103d7a9310b41a9f5b6,queries/Q6K00452/Q6K00452_N01.bin
Q11A0049,Q11A0049_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0046,Q6K00504,Q6K00504_N05,0e429f9fb4bd533ecc050f72cb7c900287cf1c5e104fa88bad86b7851ae02cae,queries/Q6K00504/Q6K00504_N05.png
Q11A0050,Q11A0050_N01,MU_2K2U,CODE,K0,FMOD0083,FMOD0083,Q6K00465,Q6K00465_N06,6269d9d9ccb0da048eae50ce4afc4beba7e069f4719d155437d8260c88f9e0c4,queries/Q6K00465/Q6K00465_N06.bin
Q11A0050,Q11A0050_N02,MU_2K2U,CODE,K1,FMOD0066,FMOD0066,Q6K00479,Q6K00479_N01,4e1e706be861abe6edc225beddb7d5fbc9f301003aa3da0052727954c566ef64,queries/Q6K00479/Q6K00479_N01.bin
Q11A0050,Q11A0050_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0006,Q6K00447,Q6K00447_N06,5f2ec3f84d4716501c89541e972429ac9c59d394fb893b212348832c5335952f,queries/Q6K00447/Q6K00447_N06.bin
Q11A0050,Q11A0050_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0009,Q6K00438,Q6K00438_N04,5be0f3688f55413d64caa66c4c8727fc3a0f518e3f7e92c5fffa8f703626d686,queries/Q6K00438/Q6K00438_N04.bin
Q11A0050,Q11A0050_N05,MU_2K2U,CODE,K0,FMOD0083,FMOD0083,Q6K00422,Q6K00422_N06,f12b64f90b2599aff22835dc7bd16c5be23a633038ad1e84002860cd9b080199,queries/Q6K00422/Q6K00422_N06.bin
Q11A0050,Q11A0050_N06,MU_2K2U,STRUCTURED,K1,FMOD0066,FMOD0066,Q6K00360,Q6K00360_N01,29e1bebb29048a3a5adc12a363746af9256c1cd5c227ee42db5c6b08f4f0955b,queries/Q6K00360/Q6K00360_N01.bin
Q11A0050,Q11A0050_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0006,Q6K00433,Q6K00433_N01,e2ae0ea11b63a4ec2d24f75b129afcd9830db97c80e228ae65fe07ece1a40d95,queries/Q6K00433/Q6K00433_N01.png
Q11A0051,Q11A0051_N01,MU_2K2U,CODE,K0,FMOD0001,FMOD0001,Q6K00234,Q6K00234_N04,bc61c9b9da11f332786e836fe49b55276c1cb289047224ab4f7c0ffe7b76f738,queries/Q6K00234/Q6K00234_N04.bin
Q11A0051,Q11A0051_N02,MU_2K2U,CODE,K1,FMOD0077,FMOD0077,Q6K00323,Q6K00323_N04,720d56106330c8a9c8fb138c276d933d72604a96af61173f8024c905efe8d965,queries/Q6K00323/Q6K00323_N04.bin
Q11A0051,Q11A0051_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0084,Q6K00375,Q6K00375_N07,25c2dca019a44ca40d8659e8768065b9aeed24734591d92fc5862d944d304e7b,queries/Q6K00375/Q6K00375_N07.bin
Q11A0051,Q11A0051_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0006,Q6K00519,Q6K00519_N01,59121fb8418bba8651ae080b2344b34e65fe6d0a92841384f4f7443f2afc79b5,queries/Q6K00519/Q6K00519_N01.bin
Q11A0051,Q11A0051_N05,MU_2K2U,CODE,K0,FMOD0001,FMOD0001,Q6K00234,Q6K00234_N05,842055dbd1cabdfb917147f1920eb443ab2a6ac55759a78a3189a2527d2c6d00,queries/Q6K00234/Q6K00234_N05.bin
Q11A0051,Q11A0051_N06,MU_2K2U,STRUCTURED,K1,FMOD0077,FMOD0077,Q6K00337,Q6K00337_N04,04db03752444b9a4d3b4f4c292b8f1425901c4c38571d74f2c366e75f583e10e,queries/Q6K00337/Q6K00337_N04.bin
Q11A0051,Q11A0051_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0084,Q6K00498,Q6K00498_N02,482a18eb975091b28cb560e4db17862c876cc7234ae8b67d1600799b00277d97,queries/Q6K00498/Q6K00498_N02.png
Q11A0052,Q11A0052_N01,MU_2K2U,CODE,K0,FMOD0096,FMOD0096,Q6K00465,Q6K00465_N02,7cc70a6910b30af7e4048125cb2deb5a1cc843058acacd7555b1eadd3e1069ea,queries/Q6K00465/Q6K00465_N02.bin
Q11A0052,Q11A0052_N02,MU_2K2U,CODE,K1,FMOD0055,FMOD0055,Q6K00285,Q6K00285_N07,903fcecb63ffccac6d40b1f84c3df32303fcc8e7f5adfd46f60653d770dec23c,queries/Q6K00285/Q6K00285_N07.bin
Q11A0052,Q11A0052_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0028,Q6K00536,Q6K00536_N06,9b9d0d07df7dad9c16886210841e7dfd834a613598eef143bb1aaafe1e4621ac,queries/Q6K00536/Q6K00536_N06.bin
Q11A0052,Q11A0052_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0085,Q6K00440,Q6K00440_N01,c6605c700df11cc2435499ad263d557441c09ef87390d9279471ae7d244b19fe,queries/Q6K00440/Q6K00440_N01.bin
Q11A0052,Q11A0052_N05,MU_2K2U,CODE,K0,FMOD0096,FMOD0096,Q6K00258,Q6K00258_N04,b9469c961d6d61a855082af021de17be663f00dc5679f22e135ecba4ffb7d8bf,queries/Q6K00258/Q6K00258_N04.bin
Q11A0052,Q11A0052_N06,MU_2K2U,STRUCTURED,K1,FMOD0055,FMOD0055,Q6K00327,Q6K00327_N05,51b389467ca50e763a0d924fae2a1f00d1f83f935f9e6469082290c1b8a4569e,queries/Q6K00327/Q6K00327_N05.bin
Q11A0052,Q11A0052_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0028,Q6K00413,Q6K00413_N07,00f500402361599b7411431b2759b03097ecb966f6099afef23e8962960e77ee,queries/Q6K00413/Q6K00413_N07.png
Q11A0053,Q11A0053_N01,MU_2K2U,CODE,K0,FMOD0067,FMOD0067,Q6K00277,Q6K00277_N06,fbb92bcf046daf3d8a2b80c786aea51395492a01c3c99a297ba7d0689ed7d5fc,queries/Q6K00277/Q6K00277_N06.bin
Q11A0053,Q11A0053_N02,MU_2K2U,CODE,K1,FMOD0099,FMOD0099,Q6K00289,Q6K00289_N03,4b9158a602b65101bbe8fac4bb22699f43194aa1c45e05fc29ee7c55bc9e67c3,queries/Q6K00289/Q6K00289_N03.bin
Q11A0053,Q11A0053_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0068,Q6K00535,Q6K00535_N04,c97f48e9f04ee40fb42e310cbcac4cdefd42e7662b6e35a8d9cdbfdf61bcf98f,queries/Q6K00535/Q6K00535_N04.bin
Q11A0053,Q11A0053_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0085,Q6K00367,Q6K00367_N07,e6716bb69373b024dbec5ef26d71d4736eefb6aad3318b315d2d86ac3c00ebe3,queries/Q6K00367/Q6K00367_N07.bin
Q11A0053,Q11A0053_N05,MU_2K2U,CODE,K0,FMOD0067,FMOD0067,Q6K00311,Q6K00311_N06,e2fc39ce6e603d6703d2eb4c8f7fcc93267be8dec62d6ef601ae91610b2b433e,queries/Q6K00311/Q6K00311_N06.bin
Q11A0053,Q11A0053_N06,MU_2K2U,STRUCTURED,K1,FMOD0099,FMOD0099,Q6K00260,Q6K00260_N01,d5a48516591f1f9ecdd0dae36def073fe3d4bbbbb450b44cf01b24533d3b2092,queries/Q6K00260/Q6K00260_N01.bin
Q11A0053,Q11A0053_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0068,Q6K00452,Q6K00452_N03,cf60d02e6dc8c9bdc03308db1b7921278e73e333d06fe022a2295eecc591a5b3,queries/Q6K00452/Q6K00452_N03.png
Q11A0054,Q11A0054_N01,MU_2K2U,CODE,K0,FMOD0089,FMOD0089,Q6K00299,Q6K00299_N07,69b2af190096261f9fc171c5dc0452811c18e48cb763d7d43bb40c0f89abb8bb,queries/Q6K00299/Q6K00299_N07.bin
Q11A0054,Q11A0054_N02,MU_2K2U,CODE,K1,FMOD0035,FMOD0035,Q6K00281,Q6K00281_N01,5a411595205a59d693295403365553329295b7dea3847fdb5928b6644a648625,queries/Q6K00281/Q6K00281_N01.bin
Q11A0054,Q11A0054_N03,MU_2K2U,CODE,U0,UNKNOWN,FMOD0046,Q6K00504,Q6K00504_N07,9b8d4862b7b49990f47da74a4598c565b2b5a6e6323d4d2ac8238598ca70ad31,queries/Q6K00504/Q6K00504_N07.bin
Q11A0054,Q11A0054_N04,MU_2K2U,CODE,U1,UNKNOWN,FMOD0007,Q6K00486,Q6K00486_N03,1a99cf4e027cb1cc9c0905ea0829c5a076f49838b3321677e36d39fb8464ffc3,queries/Q6K00486/Q6K00486_N03.bin
Q11A0054,Q11A0054_N05,MU_2K2U,CODE,K0,FMOD0089,FMOD0089,Q6K00209,Q6K00209_N01,b5ee82a6a3d52b69813391c32e0ac31a74d9114949af575ab51ef369d0a20c5c,queries/Q6K00209/Q6K00209_N01.bin
Q11A0054,Q11A0054_N06,MU_2K2U,STRUCTURED,K1,FMOD0035,FMOD0035,Q6K00346,Q6K00346_N05,e22f7787b80f8d97517db5acbd1868845b3322c6038b5705f1fa9f8d051480ba,queries/Q6K00346/Q6K00346_N05.bin
Q11A0054,Q11A0054_N07,MU_2K2U,IMAGE,U0,UNKNOWN,FMOD0046,Q6K00511,Q6K00511_N07,3217d88cc496341b65b8c4323fb887e68d2e8938fe14c4051406db699fb037ee,queries/Q6K00511/Q6K00511_N07.png
Q11A0055,Q11A0055_N01,MU_2K2U,CODE,K0,FMOD0005,FMOD0005,Q6K00370,Q6K00370_N06,3ac08a2d2e83c0c7e10d7d35a29ad7d2e6b3c82e155cdf22f869d5dd23100c7c,queries/Q6K00370/Q6K00370_N06.bin
