view,query_id,node_a,node_b,edge_weight,same_ground_truth_parent,is_natural_edge_private_audit
KNOWN_ONLY_40,Q6K00060,Q6K00060_N05,Q6K00060_N06,1.0,True,True
KNOWN_ONLY_40,Q6K00060,Q6K00060_N06,Q6K00060_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00061,Q6K00061_N01,Q6K00061_N02,0.5,True,True
KNOWN_ONLY_40,Q6K00061,Q6K00061_N02,Q6K00061_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00061,Q6K00061_N04,Q6K00061_N07,0.2,True,False
KNOWN_ONLY_40,Q6K00061,Q6K00061_N05,Q6K00061_N07,0.0,False,False
KNOWN_ONLY_40,Q6K00062,Q6K00062_N01,Q6K00062_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00062,Q6K00062_N02,Q6K00062_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00062,Q6K00062_N03,Q6K00062_N05,0.2,True,False
KNOWN_ONLY_40,Q6K00062,Q6K00062_N05,Q6K00062_N07,0.0,True,True
KNOWN_ONLY_40,Q6K00063,Q6K00063_N02,Q6K00063_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00063,Q6K00063_N04,Q6K00063_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00063,Q6K00063_N05,Q6K00063_N06,0.2,True,True
KNOWN_ONLY_40,Q6K00063,Q6K00063_N06,Q6K00063_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00064,Q6K00064_N02,Q6K00064_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00064,Q6K00064_N02,Q6K00064_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00064,Q6K00064_N02,Q6K00064_N07,0.2,True,False
KNOWN_ONLY_40,Q6K00064,Q6K00064_N03,Q6K00064_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00065,Q6K00065_N01,Q6K00065_N04,1.0,True,False
KNOWN_ONLY_40,Q6K00065,Q6K00065_N04,Q6K00065_N05,1.0,False,False
KNOWN_ONLY_40,Q6K00065,Q6K00065_N04,Q6K00065_N06,1.0,False,False
KNOWN_ONLY_40,Q6K00065,Q6K00065_N04,Q6K00065_N07,1.0,True,False
KNOWN_ONLY_40,Q6K00066,Q6K00066_N01,Q6K00066_N02,0.2,True,False
KNOWN_ONLY_40,Q6K00066,Q6K00066_N01,Q6K00066_N04,0.2,False,False
KNOWN_ONLY_40,Q6K00066,Q6K00066_N02,Q6K00066_N03,0.2,True,True
KNOWN_ONLY_40,Q6K00066,Q6K00066_N04,Q6K00066_N05,1.0,True,False
KNOWN_ONLY_40,Q6K00067,Q6K00067_N01,Q6K00067_N04,0.2,False,False
KNOWN_ONLY_40,Q6K00067,Q6K00067_N01,Q6K00067_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00067,Q6K00067_N02,Q6K00067_N03,0.5,True,True
KNOWN_ONLY_40,Q6K00067,Q6K00067_N03,Q6K00067_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00068,Q6K00068_N01,Q6K00068_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00068,Q6K00068_N02,Q6K00068_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00068,Q6K00068_N02,Q6K00068_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00068,Q6K00068_N03,Q6K00068_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00069,Q6K00069_N01,Q6K00069_N06,1.0,True,True
KNOWN_ONLY_40,Q6K00069,Q6K00069_N02,Q6K00069_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00069,Q6K00069_N02,Q6K00069_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00069,Q6K00069_N03,Q6K00069_N06,1.0,True,True
KNOWN_ONLY_40,Q6K00070,Q6K00070_N02,Q6K00070_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00070,Q6K00070_N03,Q6K00070_N05,0.2,True,False
KNOWN_ONLY_40,Q6K00070,Q6K00070_N04,Q6K00070_N06,1.0,True,False
KNOWN_ONLY_40,Q6K00070,Q6K00070_N05,Q6K00070_N06,0.0,False,False
KNOWN_ONLY_40,Q6K00071,Q6K00071_N03,Q6K00071_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00071,Q6K00071_N03,Q6K00071_N06,0.2,True,True
KNOWN_ONLY_40,Q6K00071,Q6K00071_N03,Q6K00071_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00071,Q6K00071_N05,Q6K00071_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00072,Q6K00072_N01,Q6K00072_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00072,Q6K00072_N03,Q6K00072_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00072,Q6K00072_N03,Q6K00072_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00072,Q6K00072_N04,Q6K00072_N07,1.0,True,False
KNOWN_ONLY_40,Q6K00073,Q6K00073_N01,Q6K00073_N04,0.5,False,False
KNOWN_ONLY_40,Q6K00073,Q6K00073_N02,Q6K00073_N04,0.2,True,False
KNOWN_ONLY_40,Q6K00073,Q6K00073_N04,Q6K00073_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00073,Q6K00073_N04,Q6K00073_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00074,Q6K00074_N01,Q6K00074_N02,0.2,False,False
KNOWN_ONLY_40,Q6K00074,Q6K00074_N01,Q6K00074_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00074,Q6K00074_N02,Q6K00074_N03,0.5,True,True
KNOWN_ONLY_40,Q6K00074,Q6K00074_N04,Q6K00074_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00075,Q6K00075_N01,Q6K00075_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00075,Q6K00075_N04,Q6K00075_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00075,Q6K00075_N05,Q6K00075_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00075,Q6K00075_N06,Q6K00075_N07,0.0,False,False
KNOWN_ONLY_40,Q6K00076,Q6K00076_N01,Q6K00076_N02,0.5,True,True
KNOWN_ONLY_40,Q6K00076,Q6K00076_N02,Q6K00076_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00076,Q6K00076_N03,Q6K00076_N05,1.0,True,True
KNOWN_ONLY_40,Q6K00076,Q6K00076_N03,Q6K00076_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00076,Q6K00076_N05,Q6K00076_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00077,Q6K00077_N01,Q6K00077_N06,1.0,True,False
KNOWN_ONLY_40,Q6K00077,Q6K00077_N02,Q6K00077_N03,0.5,True,True
KNOWN_ONLY_40,Q6K00077,Q6K00077_N03,Q6K00077_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00077,Q6K00077_N03,Q6K00077_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00078,Q6K00078_N01,Q6K00078_N02,0.5,True,True
KNOWN_ONLY_40,Q6K00078,Q6K00078_N02,Q6K00078_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00078,Q6K00078_N03,Q6K00078_N06,0.5,True,False
KNOWN_ONLY_40,Q6K00078,Q6K00078_N04,Q6K00078_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00079,Q6K00079_N01,Q6K00079_N02,0.5,True,True
KNOWN_ONLY_40,Q6K00079,Q6K00079_N01,Q6K00079_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00079,Q6K00079_N03,Q6K00079_N05,0.5,True,False
KNOWN_ONLY_40,Q6K00079,Q6K00079_N04,Q6K00079_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00080,Q6K00080_N02,Q6K00080_N05,0.5,False,False
KNOWN_ONLY_40,Q6K00080,Q6K00080_N03,Q6K00080_N05,0.0,False,False
KNOWN_ONLY_40,Q6K00080,Q6K00080_N05,Q6K00080_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00080,Q6K00080_N06,Q6K00080_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00081,Q6K00081_N01,Q6K00081_N05,1.0,True,True
KNOWN_ONLY_40,Q6K00081,Q6K00081_N04,Q6K00081_N05,1.0,True,True
KNOWN_ONLY_40,Q6K00081,Q6K00081_N05,Q6K00081_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00081,Q6K00081_N05,Q6K00081_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00082,Q6K00082_N01,Q6K00082_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00082,Q6K00082_N02,Q6K00082_N05,0.2,True,True
KNOWN_ONLY_40,Q6K00082,Q6K00082_N04,Q6K00082_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00082,Q6K00082_N04,Q6K00082_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00083,Q6K00083_N01,Q6K00083_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00083,Q6K00083_N01,Q6K00083_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00083,Q6K00083_N02,Q6K00083_N04,0.2,True,True
KNOWN_ONLY_40,Q6K00083,Q6K00083_N02,Q6K00083_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00083,Q6K00083_N05,Q6K00083_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00084,Q6K00084_N01,Q6K00084_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00084,Q6K00084_N01,Q6K00084_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00084,Q6K00084_N03,Q6K00084_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00084,Q6K00084_N03,Q6K00084_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00085,Q6K00085_N02,Q6K00085_N05,0.5,True,False
KNOWN_ONLY_40,Q6K00085,Q6K00085_N03,Q6K00085_N04,1.0,True,True
KNOWN_ONLY_40,Q6K00085,Q6K00085_N03,Q6K00085_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00085,Q6K00085_N04,Q6K00085_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00085,Q6K00085_N05,Q6K00085_N07,0.0,False,False
KNOWN_ONLY_40,Q6K00086,Q6K00086_N01,Q6K00086_N03,0.0,True,True
KNOWN_ONLY_40,Q6K00086,Q6K00086_N03,Q6K00086_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00086,Q6K00086_N04,Q6K00086_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00086,Q6K00086_N04,Q6K00086_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00087,Q6K00087_N01,Q6K00087_N02,0.2,True,True
KNOWN_ONLY_40,Q6K00087,Q6K00087_N02,Q6K00087_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00087,Q6K00087_N02,Q6K00087_N05,0.0,False,False
KNOWN_ONLY_40,Q6K00087,Q6K00087_N02,Q6K00087_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00088,Q6K00088_N01,Q6K00088_N02,0.2,False,False
KNOWN_ONLY_40,Q6K00088,Q6K00088_N01,Q6K00088_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00088,Q6K00088_N02,Q6K00088_N03,0.5,True,False
KNOWN_ONLY_40,Q6K00088,Q6K00088_N02,Q6K00088_N06,0.5,True,False
KNOWN_ONLY_40,Q6K00089,Q6K00089_N02,Q6K00089_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00089,Q6K00089_N02,Q6K00089_N05,0.2,True,True
KNOWN_ONLY_40,Q6K00089,Q6K00089_N03,Q6K00089_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00089,Q6K00089_N05,Q6K00089_N06,0.2,True,True
KNOWN_ONLY_40,Q6K00090,Q6K00090_N02,Q6K00090_N04,0.2,True,True
KNOWN_ONLY_40,Q6K00090,Q6K00090_N02,Q6K00090_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00090,Q6K00090_N03,Q6K00090_N06,0.0,False,False
KNOWN_ONLY_40,Q6K00090,Q6K00090_N03,Q6K00090_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00091,Q6K00091_N01,Q6K00091_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00091,Q6K00091_N02,Q6K00091_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00091,Q6K00091_N05,Q6K00091_N07,1.0,False,False
KNOWN_ONLY_40,Q6K00091,Q6K00091_N06,Q6K00091_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00092,Q6K00092_N01,Q6K00092_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00092,Q6K00092_N01,Q6K00092_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00092,Q6K00092_N03,Q6K00092_N05,0.2,True,False
KNOWN_ONLY_40,Q6K00092,Q6K00092_N06,Q6K00092_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00093,Q6K00093_N01,Q6K00093_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00093,Q6K00093_N02,Q6K00093_N05,1.0,True,True
KNOWN_ONLY_40,Q6K00093,Q6K00093_N02,Q6K00093_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00093,Q6K00093_N04,Q6K00093_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00094,Q6K00094_N01,Q6K00094_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00094,Q6K00094_N02,Q6K00094_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00094,Q6K00094_N04,Q6K00094_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00094,Q6K00094_N05,Q6K00094_N06,0.0,False,False
KNOWN_ONLY_40,Q6K00095,Q6K00095_N01,Q6K00095_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00095,Q6K00095_N02,Q6K00095_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00095,Q6K00095_N04,Q6K00095_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00095,Q6K00095_N05,Q6K00095_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00096,Q6K00096_N01,Q6K00096_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00096,Q6K00096_N02,Q6K00096_N05,0.5,True,False
KNOWN_ONLY_40,Q6K00096,Q6K00096_N04,Q6K00096_N05,1.0,True,True
KNOWN_ONLY_40,Q6K00096,Q6K00096_N05,Q6K00096_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00097,Q6K00097_N01,Q6K00097_N03,0.5,True,True
KNOWN_ONLY_40,Q6K00097,Q6K00097_N01,Q6K00097_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00097,Q6K00097_N03,Q6K00097_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00097,Q6K00097_N04,Q6K00097_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00098,Q6K00098_N01,Q6K00098_N04,0.0,False,False
KNOWN_ONLY_40,Q6K00098,Q6K00098_N02,Q6K00098_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00098,Q6K00098_N03,Q6K00098_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00098,Q6K00098_N04,Q6K00098_N07,0.0,False,False
KNOWN_ONLY_40,Q6K00099,Q6K00099_N01,Q6K00099_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00099,Q6K00099_N02,Q6K00099_N04,1.0,True,True
KNOWN_ONLY_40,Q6K00099,Q6K00099_N03,Q6K00099_N07,1.0,True,False
KNOWN_ONLY_40,Q6K00099,Q6K00099_N04,Q6K00099_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00100,Q6K00100_N01,Q6K00100_N04,0.2,True,True
KNOWN_ONLY_40,Q6K00100,Q6K00100_N01,Q6K00100_N05,0.5,False,False
KNOWN_ONLY_40,Q6K00100,Q6K00100_N03,Q6K00100_N05,1.0,True,True
KNOWN_ONLY_40,Q6K00100,Q6K00100_N05,Q6K00100_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00101,Q6K00101_N03,Q6K00101_N05,0.2,True,True
KNOWN_ONLY_40,Q6K00101,Q6K00101_N04,Q6K00101_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00101,Q6K00101_N05,Q6K00101_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00101,Q6K00101_N06,Q6K00101_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00102,Q6K00102_N01,Q6K00102_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00102,Q6K00102_N02,Q6K00102_N05,0.5,True,False
KNOWN_ONLY_40,Q6K00102,Q6K00102_N05,Q6K00102_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00102,Q6K00102_N06,Q6K00102_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00103,Q6K00103_N01,Q6K00103_N04,0.2,True,False
KNOWN_ONLY_40,Q6K00103,Q6K00103_N02,Q6K00103_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00103,Q6K00103_N04,Q6K00103_N05,0.0,False,False
KNOWN_ONLY_40,Q6K00103,Q6K00103_N05,Q6K00103_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00104,Q6K00104_N01,Q6K00104_N02,0.5,False,False
KNOWN_ONLY_40,Q6K00104,Q6K00104_N01,Q6K00104_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00104,Q6K00104_N01,Q6K00104_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00104,Q6K00104_N02,Q6K00104_N05,0.5,True,False
KNOWN_ONLY_40,Q6K00105,Q6K00105_N01,Q6K00105_N05,0.5,False,False
KNOWN_ONLY_40,Q6K00105,Q6K00105_N01,Q6K00105_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00105,Q6K00105_N02,Q6K00105_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00105,Q6K00105_N02,Q6K00105_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00105,Q6K00105_N04,Q6K00105_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00106,Q6K00106_N01,Q6K00106_N03,0.5,True,True
KNOWN_ONLY_40,Q6K00106,Q6K00106_N02,Q6K00106_N05,0.0,False,False
KNOWN_ONLY_40,Q6K00106,Q6K00106_N02,Q6K00106_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00106,Q6K00106_N03,Q6K00106_N05,0.2,True,True
KNOWN_ONLY_40,Q6K00107,Q6K00107_N02,Q6K00107_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00107,Q6K00107_N04,Q6K00107_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00107,Q6K00107_N04,Q6K00107_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00107,Q6K00107_N06,Q6K00107_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00108,Q6K00108_N01,Q6K00108_N04,1.0,True,False
KNOWN_ONLY_40,Q6K00108,Q6K00108_N01,Q6K00108_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00108,Q6K00108_N02,Q6K00108_N05,0.5,True,False
KNOWN_ONLY_40,Q6K00108,Q6K00108_N05,Q6K00108_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00109,Q6K00109_N01,Q6K00109_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00109,Q6K00109_N03,Q6K00109_N05,0.2,True,True
KNOWN_ONLY_40,Q6K00109,Q6K00109_N04,Q6K00109_N05,0.5,False,False
KNOWN_ONLY_40,Q6K00109,Q6K00109_N05,Q6K00109_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00110,Q6K00110_N01,Q6K00110_N06,1.0,True,True
KNOWN_ONLY_40,Q6K00110,Q6K00110_N03,Q6K00110_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00110,Q6K00110_N04,Q6K00110_N06,0.5,True,False
KNOWN_ONLY_40,Q6K00110,Q6K00110_N05,Q6K00110_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00111,Q6K00111_N01,Q6K00111_N05,0.0,True,False
KNOWN_ONLY_40,Q6K00111,Q6K00111_N04,Q6K00111_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00111,Q6K00111_N05,Q6K00111_N06,0.0,False,False
KNOWN_ONLY_40,Q6K00111,Q6K00111_N05,Q6K00111_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00112,Q6K00112_N02,Q6K00112_N03,0.5,True,True
KNOWN_ONLY_40,Q6K00112,Q6K00112_N02,Q6K00112_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00112,Q6K00112_N04,Q6K00112_N06,0.5,True,True
KNOWN_ONLY_40,Q6K00112,Q6K00112_N04,Q6K00112_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00113,Q6K00113_N03,Q6K00113_N04,0.2,True,True
KNOWN_ONLY_40,Q6K00113,Q6K00113_N04,Q6K00113_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00113,Q6K00113_N05,Q6K00113_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00113,Q6K00113_N06,Q6K00113_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00114,Q6K00114_N01,Q6K00114_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00114,Q6K00114_N02,Q6K00114_N05,0.5,False,False
KNOWN_ONLY_40,Q6K00114,Q6K00114_N02,Q6K00114_N06,0.2,True,False
KNOWN_ONLY_40,Q6K00114,Q6K00114_N03,Q6K00114_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00115,Q6K00115_N01,Q6K00115_N02,0.5,False,False
KNOWN_ONLY_40,Q6K00115,Q6K00115_N01,Q6K00115_N04,0.2,False,False
KNOWN_ONLY_40,Q6K00115,Q6K00115_N01,Q6K00115_N07,0.5,True,False
KNOWN_ONLY_40,Q6K00115,Q6K00115_N02,Q6K00115_N06,0.2,True,True
KNOWN_ONLY_40,Q6K00116,Q6K00116_N02,Q6K00116_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00116,Q6K00116_N03,Q6K00116_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00116,Q6K00116_N04,Q6K00116_N06,0.2,True,True
KNOWN_ONLY_40,Q6K00116,Q6K00116_N06,Q6K00116_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00117,Q6K00117_N01,Q6K00117_N02,0.5,False,False
KNOWN_ONLY_40,Q6K00117,Q6K00117_N02,Q6K00117_N04,1.0,True,True
KNOWN_ONLY_40,Q6K00117,Q6K00117_N02,Q6K00117_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00117,Q6K00117_N02,Q6K00117_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00117,Q6K00117_N04,Q6K00117_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00118,Q6K00118_N01,Q6K00118_N02,0.5,True,True
KNOWN_ONLY_40,Q6K00118,Q6K00118_N01,Q6K00118_N03,0.5,True,True
KNOWN_ONLY_40,Q6K00118,Q6K00118_N03,Q6K00118_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00118,Q6K00118_N04,Q6K00118_N07,1.0,True,False
KNOWN_ONLY_40,Q6K00119,Q6K00119_N01,Q6K00119_N04,0.5,True,True
KNOWN_ONLY_40,Q6K00119,Q6K00119_N03,Q6K00119_N04,0.2,False,False
KNOWN_ONLY_40,Q6K00119,Q6K00119_N04,Q6K00119_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00119,Q6K00119_N05,Q6K00119_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00120,Q6K00120_N01,Q6K00120_N05,0.5,False,False
KNOWN_ONLY_40,Q6K00120,Q6K00120_N01,Q6K00120_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00120,Q6K00120_N04,Q6K00120_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00120,Q6K00120_N05,Q6K00120_N06,0.5,True,False
KNOWN_ONLY_40,Q6K00121,Q6K00121_N01,Q6K00121_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00121,Q6K00121_N04,Q6K00121_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00121,Q6K00121_N05,Q6K00121_N06,1.0,True,True
KNOWN_ONLY_40,Q6K00121,Q6K00121_N06,Q6K00121_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00122,Q6K00122_N02,Q6K00122_N05,0.2,False,False
KNOWN_ONLY_40,Q6K00122,Q6K00122_N04,Q6K00122_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00122,Q6K00122_N05,Q6K00122_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00122,Q6K00122_N05,Q6K00122_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00123,Q6K00123_N02,Q6K00123_N04,0.5,True,False
KNOWN_ONLY_40,Q6K00123,Q6K00123_N02,Q6K00123_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00123,Q6K00123_N02,Q6K00123_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00123,Q6K00123_N05,Q6K00123_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00124,Q6K00124_N01,Q6K00124_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00124,Q6K00124_N03,Q6K00124_N05,0.5,True,True
KNOWN_ONLY_40,Q6K00124,Q6K00124_N03,Q6K00124_N06,0.2,False,False
KNOWN_ONLY_40,Q6K00124,Q6K00124_N06,Q6K00124_N07,1.0,True,False
KNOWN_ONLY_40,Q6K00125,Q6K00125_N01,Q6K00125_N04,0.2,False,False
KNOWN_ONLY_40,Q6K00125,Q6K00125_N03,Q6K00125_N04,0.5,True,False
KNOWN_ONLY_40,Q6K00125,Q6K00125_N04,Q6K00125_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00125,Q6K00125_N05,Q6K00125_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00126,Q6K00126_N01,Q6K00126_N02,1.0,True,True
KNOWN_ONLY_40,Q6K00126,Q6K00126_N02,Q6K00126_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00126,Q6K00126_N02,Q6K00126_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00126,Q6K00126_N03,Q6K00126_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00127,Q6K00127_N01,Q6K00127_N02,0.2,False,False
KNOWN_ONLY_40,Q6K00127,Q6K00127_N02,Q6K00127_N04,0.2,False,False
KNOWN_ONLY_40,Q6K00127,Q6K00127_N02,Q6K00127_N06,0.5,False,False
KNOWN_ONLY_40,Q6K00127,Q6K00127_N06,Q6K00127_N07,0.2,True,True
KNOWN_ONLY_40,Q6K00128,Q6K00128_N02,Q6K00128_N04,0.5,False,False
KNOWN_ONLY_40,Q6K00128,Q6K00128_N03,Q6K00128_N04,0.2,False,False
KNOWN_ONLY_40,Q6K00128,Q6K00128_N03,Q6K00128_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00128,Q6K00128_N05,Q6K00128_N07,0.2,False,False
KNOWN_ONLY_40,Q6K00129,Q6K00129_N01,Q6K00129_N02,0.5,True,False
KNOWN_ONLY_40,Q6K00129,Q6K00129_N02,Q6K00129_N03,0.2,False,False
KNOWN_ONLY_40,Q6K00129,Q6K00129_N03,Q6K00129_N04,0.2,True,True
KNOWN_ONLY_40,Q6K00129,Q6K00129_N03,Q6K00129_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00130,Q6K00130_N02,Q6K00130_N07,0.5,False,False
KNOWN_ONLY_40,Q6K00130,Q6K00130_N03,Q6K00130_N05,0.2,True,True
KNOWN_ONLY_40,Q6K00130,Q6K00130_N03,Q6K00130_N07,0.0,False,False
KNOWN_ONLY_40,Q6K00130,Q6K00130_N06,Q6K00130_N07,0.5,True,True
KNOWN_ONLY_40,Q6K00131,Q6K00131_N02,Q6K00131_N07,1.0,True,True
KNOWN_ONLY_40,Q6K00131,Q6K00131_N03,Q6K00131_N04,0.2,True,True
KNOWN_ONLY_40,Q6K00131,Q6K00131_N04,Q6K00131_N05,0.2,False,False
