backend,query_id,scenario,shortlist_parent_count,candidate_pool_count,known_true_parent_count,known_parent_recall,all_known_true_parents_present,exact_top10_overlap,exact_top10_identical,search_ms,candidate_pool
EXACT,Q6K00464,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,13.238905,"[""FMOD0025"", ""FMOD0069"", ""FMOD0099"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0035"", ""FMOD0053"", ""FMOD0033""]"
EXACT,Q6K00465,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.973816,"[""FMOD0083"", ""FMOD0096"", ""FMOD0023"", ""FMOD0036"", ""FMOD0110"", ""FMOD0119"", ""FMOD0035"", ""FMOD0005"", ""FMOD0120"", ""FMOD0102""]"
EXACT,Q6K00466,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.285395,"[""FMOD0053"", ""FMOD0067"", ""FMOD0102"", ""FMOD0035"", ""FMOD0023"", ""FMOD0077"", ""FMOD0120"", ""FMOD0119"", ""FMOD0110"", ""FMOD0025""]"
EXACT,Q6K00467,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.747506,"[""FMOD0069"", ""FMOD0044"", ""FMOD0035"", ""FMOD0023"", ""FMOD0051"", ""FMOD0119"", ""FMOD0102"", ""FMOD0014"", ""FMOD0022"", ""FMOD0040""]"
EXACT,Q6K00468,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.933015,"[""FMOD0069"", ""FMOD0051"", ""FMOD0119"", ""FMOD0083"", ""FMOD0079"", ""FMOD0025"", ""FMOD0035"", ""FMOD0110"", ""FMOD0120"", ""FMOD0003""]"
EXACT,Q6K00469,TEST_MIXED_2K1U,60,10,2,0.5,False,1.0,True,13.04967,"[""FMOD0067"", ""FMOD0102"", ""FMOD0120"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0069"", ""FMOD0110"", ""FMOD0079"", ""FMOD0083""]"
EXACT,Q6K00470,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,12.092478,"[""FMOD0060"", ""FMOD0102"", ""FMOD0061"", ""FMOD0120"", ""FMOD0119"", ""FMOD0069"", ""FMOD0035"", ""FMOD0079"", ""FMOD0031"", ""FMOD0110""]"
EXACT,Q6K00471,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,12.227289,"[""FMOD0025"", ""FMOD0099"", ""FMOD0024"", ""FMOD0014"", ""FMOD0005"", ""FMOD0113"", ""FMOD0083"", ""FMOD0120"", ""FMOD0023"", ""FMOD0069""]"
EXACT,Q6K00472,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.329365,"[""FMOD0035"", ""FMOD0023"", ""FMOD0022"", ""FMOD0087"", ""FMOD0079"", ""FMOD0055"", ""FMOD0119"", ""FMOD0036"", ""FMOD0053"", ""FMOD0043""]"
EXACT,Q6K00473,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.928721,"[""FMOD0086"", ""FMOD0079"", ""FMOD0036"", ""FMOD0083"", ""FMOD0119"", ""FMOD0004"", ""FMOD0024"", ""FMOD0067"", ""FMOD0023"", ""FMOD0025""]"
EXACT,Q6K00474,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.869178,"[""FMOD0099"", ""FMOD0086"", ""FMOD0050"", ""FMOD0069"", ""FMOD0120"", ""FMOD0102"", ""FMOD0110"", ""FMOD0074"", ""FMOD0079"", ""FMOD0119""]"
EXACT,Q6K00475,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.064776,"[""FMOD0025"", ""FMOD0077"", ""FMOD0035"", ""FMOD0102"", ""FMOD0069"", ""FMOD0036"", ""FMOD0079"", ""FMOD0120"", ""FMOD0119"", ""FMOD0110""]"
EXACT,Q6K00476,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,13.0007,"[""FMOD0016"", ""FMOD0102"", ""FMOD0119"", ""FMOD0023"", ""FMOD0035"", ""FMOD0040"", ""FMOD0120"", ""FMOD0075"", ""FMOD0069"", ""FMOD0079""]"
EXACT,Q6K00477,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.764673,"[""FMOD0102"", ""FMOD0025"", ""FMOD0079"", ""FMOD0035"", ""FMOD0023"", ""FMOD0055"", ""FMOD0005"", ""FMOD0036"", ""FMOD0043"", ""FMOD0053""]"
EXACT,Q6K00478,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,12.09258,"[""FMOD0025"", ""FMOD0099"", ""FMOD0023"", ""FMOD0120"", ""FMOD0102"", ""FMOD0119"", ""FMOD0035"", ""FMOD0069"", ""FMOD0077"", ""FMOD0110""]"
EXACT,Q6K00479,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,11.796864,"[""FMOD0066"", ""FMOD0022"", ""FMOD0023"", ""FMOD0035"", ""FMOD0079"", ""FMOD0036"", ""FMOD0055"", ""FMOD0102"", ""FMOD0119"", ""FMOD0005""]"
EXACT,Q6K00480,TEST_MIXED_2K1U,60,10,2,1.0,True,1.0,True,14.303017,"[""FMOD0005"", ""FMOD0099"", ""FMOD0055"", ""FMOD0079"", ""FMOD0120"", ""FMOD0086"", ""FMOD0035"", ""FMOD0023"", ""FMOD0024"", ""FMOD0036""]"
EXACT,Q6K00481,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.132693,"[""FMOD0035"", ""FMOD0023"", ""FMOD0051"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0036"", ""FMOD0079"", ""FMOD0083"", ""FMOD0069""]"
EXACT,Q6K00482,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.614149,"[""FMOD0087"", ""FMOD0023"", ""FMOD0035"", ""FMOD0079"", ""FMOD0016"", ""FMOD0119"", ""FMOD0110"", ""FMOD0014"", ""FMOD0102"", ""FMOD0036""]"
EXACT,Q6K00483,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.377088,"[""FMOD0023"", ""FMOD0102"", ""FMOD0120"", ""FMOD0035"", ""FMOD0119"", ""FMOD0069"", ""FMOD0079"", ""FMOD0110"", ""FMOD0036"", ""FMOD0005""]"
EXACT,Q6K00484,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.651862,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0036"", ""FMOD0069"", ""FMOD0051"", ""FMOD0079"", ""FMOD0102"", ""FMOD0005""]"
EXACT,Q6K00485,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.149091,"[""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0036"", ""FMOD0067"", ""FMOD0004"", ""FMOD0083"", ""FMOD0025"", ""FMOD0053""]"
EXACT,Q6K00486,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,12.934886,"[""FMOD0035"", ""FMOD0079"", ""FMOD0022"", ""FMOD0023"", ""FMOD0120"", ""FMOD0102"", ""FMOD0119"", ""FMOD0036"", ""FMOD0069"", ""FMOD0110""]"
EXACT,Q6K00487,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.129146,"[""FMOD0023"", ""FMOD0069"", ""FMOD0055"", ""FMOD0025"", ""FMOD0100"", ""FMOD0119"", ""FMOD0102"", ""FMOD0035"", ""FMOD0036"", ""FMOD0120""]"
EXACT,Q6K00488,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.864961,"[""FMOD0087"", ""FMOD0023"", ""FMOD0022"", ""FMOD0035"", ""FMOD0079"", ""FMOD0119"", ""FMOD0110"", ""FMOD0055"", ""FMOD0102"", ""FMOD0036""]"
EXACT,Q6K00489,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.737875,"[""FMOD0080"", ""FMOD0086"", ""FMOD0015"", ""FMOD0119"", ""FMOD0023"", ""FMOD0102"", ""FMOD0110"", ""FMOD0069"", ""FMOD0120"", ""FMOD0055""]"
EXACT,Q6K00490,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.781861,"[""FMOD0110"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0069"", ""FMOD0036"", ""FMOD0035"", ""FMOD0055"", ""FMOD0051"", ""FMOD0005""]"
EXACT,Q6K00491,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.996908,"[""FMOD0035"", ""FMOD0086"", ""FMOD0119"", ""FMOD0036"", ""FMOD0120"", ""FMOD0110"", ""FMOD0025"", ""FMOD0102"", ""FMOD0023"", ""FMOD0069""]"
EXACT,Q6K00492,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.461053,"[""FMOD0023"", ""FMOD0040"", ""FMOD0089"", ""FMOD0043"", ""FMOD0011"", ""FMOD0035"", ""FMOD0119"", ""FMOD0102"", ""FMOD0079"", ""FMOD0075""]"
EXACT,Q6K00493,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.623049,"[""FMOD0086"", ""FMOD0015"", ""FMOD0080"", ""FMOD0119"", ""FMOD0023"", ""FMOD0120"", ""FMOD0102"", ""FMOD0069"", ""FMOD0110"", ""FMOD0035""]"
EXACT,Q6K00494,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.605252,"[""FMOD0055"", ""FMOD0035"", ""FMOD0023"", ""FMOD0079"", ""FMOD0120"", ""FMOD0069"", ""FMOD0102"", ""FMOD0119"", ""FMOD0024"", ""FMOD0036""]"
EXACT,Q6K00495,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.092023,"[""FMOD0083"", ""FMOD0096"", ""FMOD0023"", ""FMOD0119"", ""FMOD0035"", ""FMOD0110"", ""FMOD0069"", ""FMOD0036"", ""FMOD0079"", ""FMOD0102""]"
EXACT,Q6K00496,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.857961,"[""FMOD0110"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0036"", ""FMOD0069"", ""FMOD0083"", ""FMOD0120"", ""FMOD0035"", ""FMOD0055""]"
EXACT,Q6K00497,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.426713,"[""FMOD0035"", ""FMOD0023"", ""FMOD0051"", ""FMOD0079"", ""FMOD0119"", ""FMOD0005"", ""FMOD0102"", ""FMOD0083"", ""FMOD0055"", ""FMOD0036""]"
EXACT,Q6K00498,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.037326,"[""FMOD0023"", ""FMOD0055"", ""FMOD0069"", ""FMOD0025"", ""FMOD0100"", ""FMOD0102"", ""FMOD0035"", ""FMOD0036"", ""FMOD0119"", ""FMOD0120""]"
EXACT,Q6K00499,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.805385,"[""FMOD0120"", ""FMOD0119"", ""FMOD0023"", ""FMOD0005"", ""FMOD0102"", ""FMOD0110"", ""FMOD0069"", ""FMOD0036"", ""FMOD0079"", ""FMOD0035""]"
EXACT,Q6K00500,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.172561,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0110"", ""FMOD0036"", ""FMOD0060"", ""FMOD0083"", ""FMOD0031"", ""FMOD0033"", ""FMOD0005""]"
EXACT,Q6K00501,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.891043,"[""FMOD0069"", ""FMOD0086"", ""FMOD0120"", ""FMOD0119"", ""FMOD0035"", ""FMOD0036"", ""FMOD0005"", ""FMOD0023"", ""FMOD0102"", ""FMOD0025""]"
EXACT,Q6K00502,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.721875,"[""FMOD0035"", ""FMOD0119"", ""FMOD0051"", ""FMOD0023"", ""FMOD0102"", ""FMOD0120"", ""FMOD0036"", ""FMOD0110"", ""FMOD0069"", ""FMOD0079""]"
EXACT,Q6K00503,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.048924,"[""FMOD0055"", ""FMOD0023"", ""FMOD0069"", ""FMOD0025"", ""FMOD0100"", ""FMOD0035"", ""FMOD0119"", ""FMOD0120"", ""FMOD0036"", ""FMOD0005""]"
EXACT,Q6K00504,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.793134,"[""FMOD0055"", ""FMOD0023"", ""FMOD0035"", ""FMOD0079"", ""FMOD0102"", ""FMOD0033"", ""FMOD0024"", ""FMOD0120"", ""FMOD0036"", ""FMOD0069""]"
EXACT,Q6K00505,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.716669,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0110"", ""FMOD0079"", ""FMOD0051"", ""FMOD0036"", ""FMOD0120"", ""FMOD0069""]"
EXACT,Q6K00506,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.542336,"[""FMOD0089"", ""FMOD0087"", ""FMOD0023"", ""FMOD0035"", ""FMOD0022"", ""FMOD0119"", ""FMOD0110"", ""FMOD0102"", ""FMOD0036"", ""FMOD0120""]"
EXACT,Q6K00507,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.695019,"[""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0119"", ""FMOD0120"", ""FMOD0069"", ""FMOD0113"", ""FMOD0079"", ""FMOD0102"", ""FMOD0055""]"
EXACT,Q6K00508,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.655219,"[""FMOD0035"", ""FMOD0023"", ""FMOD0051"", ""FMOD0069"", ""FMOD0119"", ""FMOD0102"", ""FMOD0016"", ""FMOD0079"", ""FMOD0120"", ""FMOD0110""]"
EXACT,Q6K00509,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.585489,"[""FMOD0023"", ""FMOD0005"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0036"", ""FMOD0035"", ""FMOD0079"", ""FMOD0069"", ""FMOD0055""]"
EXACT,Q6K00510,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,12.260505,"[""FMOD0005"", ""FMOD0119"", ""FMOD0023"", ""FMOD0110"", ""FMOD0080"", ""FMOD0083"", ""FMOD0053"", ""FMOD0060"", ""FMOD0036"", ""FMOD0079""]"
EXACT,Q6K00511,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,12.088056,"[""FMOD0055"", ""FMOD0083"", ""FMOD0025"", ""FMOD0079"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0023"", ""FMOD0069"", ""FMOD0005""]"
EXACT,Q6K00512,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.620289,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0110"", ""FMOD0036"", ""FMOD0060"", ""FMOD0083"", ""FMOD0031"", ""FMOD0033"", ""FMOD0005""]"
EXACT,Q6K00513,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.925535,"[""FMOD0110"", ""FMOD0023"", ""FMOD0083"", ""FMOD0119"", ""FMOD0036"", ""FMOD0024"", ""FMOD0025"", ""FMOD0067"", ""FMOD0004"", ""FMOD0035""]"
EXACT,Q6K00514,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.135072,"[""FMOD0102"", ""FMOD0119"", ""FMOD0120"", ""FMOD0069"", ""FMOD0035"", ""FMOD0110"", ""FMOD0079"", ""FMOD0036"", ""FMOD0025"", ""FMOD0024""]"
EXACT,Q6K00515,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.800504,"[""FMOD0120"", ""FMOD0119"", ""FMOD0023"", ""FMOD0036"", ""FMOD0035"", ""FMOD0102"", ""FMOD0055"", ""FMOD0110"", ""FMOD0069"", ""FMOD0067""]"
EXACT,Q6K00516,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.775637,"[""FMOD0035"", ""FMOD0086"", ""FMOD0119"", ""FMOD0036"", ""FMOD0120"", ""FMOD0110"", ""FMOD0005"", ""FMOD0023"", ""FMOD0069"", ""FMOD0024""]"
EXACT,Q6K00517,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.585661,"[""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0022"", ""FMOD0051"", ""FMOD0035"", ""FMOD0120"", ""FMOD0036"", ""FMOD0110"", ""FMOD0079""]"
EXACT,Q6K00518,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.965518,"[""FMOD0035"", ""FMOD0102"", ""FMOD0119"", ""FMOD0110"", ""FMOD0096"", ""FMOD0069"", ""FMOD0033"", ""FMOD0083"", ""FMOD0086"", ""FMOD0120""]"
EXACT,Q6K00519,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.009877,"[""FMOD0119"", ""FMOD0079"", ""FMOD0077"", ""FMOD0110"", ""FMOD0023"", ""FMOD0102"", ""FMOD0036"", ""FMOD0069"", ""FMOD0035"", ""FMOD0120""]"
EXACT,Q6K00520,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.923987,"[""FMOD0119"", ""FMOD0035"", ""FMOD0023"", ""FMOD0079"", ""FMOD0102"", ""FMOD0120"", ""FMOD0055"", ""FMOD0110"", ""FMOD0036"", ""FMOD0083""]"
EXACT,Q6K00521,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.060906,"[""FMOD0069"", ""FMOD0086"", ""FMOD0120"", ""FMOD0035"", ""FMOD0119"", ""FMOD0036"", ""FMOD0005"", ""FMOD0023"", ""FMOD0113"", ""FMOD0067""]"
EXACT,Q6K00522,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.193423,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0079"", ""FMOD0069"", ""FMOD0120"", ""FMOD0087"", ""FMOD0110"", ""FMOD0033""]"
EXACT,Q6K00523,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.736913,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0051"", ""FMOD0120"", ""FMOD0036"", ""FMOD0110"", ""FMOD0079"", ""FMOD0087""]"
EXACT,Q6K00524,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.787501,"[""FMOD0035"", ""FMOD0023"", ""FMOD0051"", ""FMOD0069"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0110"", ""FMOD0083"", ""FMOD0036""]"
EXACT,Q6K00525,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.983445,"[""FMOD0069"", ""FMOD0086"", ""FMOD0120"", ""FMOD0035"", ""FMOD0113"", ""FMOD0119"", ""FMOD0036"", ""FMOD0005"", ""FMOD0023"", ""FMOD0053""]"
EXACT,Q6K00526,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.778586,"[""FMOD0120"", ""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0119"", ""FMOD0069"", ""FMOD0079"", ""FMOD0036"", ""FMOD0077"", ""FMOD0110""]"
EXACT,Q6K00527,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.947052,"[""FMOD0055"", ""FMOD0005"", ""FMOD0080"", ""FMOD0119"", ""FMOD0053"", ""FMOD0083"", ""FMOD0023"", ""FMOD0110"", ""FMOD0036"", ""FMOD0024""]"
EXACT,Q6K00528,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.28863,"[""FMOD0035"", ""FMOD0023"", ""FMOD0051"", ""FMOD0079"", ""FMOD0119"", ""FMOD0005"", ""FMOD0102"", ""FMOD0055"", ""FMOD0083"", ""FMOD0036""]"
EXACT,Q6K00529,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.209383,"[""FMOD0086"", ""FMOD0035"", ""FMOD0119"", ""FMOD0025"", ""FMOD0120"", ""FMOD0033"", ""FMOD0110"", ""FMOD0102"", ""FMOD0023"", ""FMOD0069""]"
EXACT,Q6K00530,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.082405,"[""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0036"", ""FMOD0067"", ""FMOD0004"", ""FMOD0083"", ""FMOD0025"", ""FMOD0053""]"
EXACT,Q6K00531,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.634385,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0110"", ""FMOD0079"", ""FMOD0051"", ""FMOD0036"", ""FMOD0120"", ""FMOD0069""]"
EXACT,Q6K00532,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.794823,"[""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0036"", ""FMOD0004"", ""FMOD0067"", ""FMOD0083"", ""FMOD0025"", ""FMOD0053""]"
EXACT,Q6K00533,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.491134,"[""FMOD0119"", ""FMOD0023"", ""FMOD0110"", ""FMOD0036"", ""FMOD0069"", ""FMOD0120"", ""FMOD0102"", ""FMOD0035"", ""FMOD0055"", ""FMOD0079""]"
EXACT,Q6K00534,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.281608,"[""FMOD0087"", ""FMOD0023"", ""FMOD0035"", ""FMOD0079"", ""FMOD0016"", ""FMOD0119"", ""FMOD0110"", ""FMOD0055"", ""FMOD0014"", ""FMOD0102""]"
EXACT,Q6K00535,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.012256,"[""FMOD0035"", ""FMOD0102"", ""FMOD0069"", ""FMOD0036"", ""FMOD0079"", ""FMOD0120"", ""FMOD0119"", ""FMOD0110"", ""FMOD0023"", ""FMOD0104""]"
EXACT,Q6K00536,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.723768,"[""FMOD0023"", ""FMOD0035"", ""FMOD0091"", ""FMOD0055"", ""FMOD0043"", ""FMOD0011"", ""FMOD0100"", ""FMOD0120"", ""FMOD0119"", ""FMOD0036""]"
EXACT,Q6K00537,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,10.853294,"[""FMOD0023"", ""FMOD0055"", ""FMOD0069"", ""FMOD0025"", ""FMOD0100"", ""FMOD0119"", ""FMOD0036"", ""FMOD0035"", ""FMOD0102"", ""FMOD0120""]"
EXACT,Q6K00538,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.001763,"[""FMOD0055"", ""FMOD0023"", ""FMOD0069"", ""FMOD0025"", ""FMOD0100"", ""FMOD0035"", ""FMOD0079"", ""FMOD0119"", ""FMOD0120"", ""FMOD0036""]"
EXACT,Q6K00539,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.355871,"[""FMOD0035"", ""FMOD0005"", ""FMOD0102"", ""FMOD0069"", ""FMOD0024"", ""FMOD0079"", ""FMOD0036"", ""FMOD0083"", ""FMOD0077"", ""FMOD0120""]"
EXACT,Q6K00540,TEST_UNKNOWN_K1,60,10,0,,,1.0,True,11.01329,"[""FMOD0110"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0069"", ""FMOD0035"", ""FMOD0055"", ""FMOD0120"", ""FMOD0036"", ""FMOD0079""]"
FAST,Q6K00181,TEST_KNOWN_K1,8,8,1,1.0,True,0.4,False,6.478715,"[""FMOD0077"", ""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0036"", ""FMOD0035"", ""FMOD0102"", ""FMOD0004""]"
FAST,Q6K00182,TEST_KNOWN_K1,34,10,1,1.0,True,1.0,True,10.789178,"[""FMOD0001"", ""FMOD0035"", ""FMOD0055"", ""FMOD0080"", ""FMOD0023"", ""FMOD0110"", ""FMOD0043"", ""FMOD0102"", ""FMOD0120"", ""FMOD0096""]"
FAST,Q6K00183,TEST_KNOWN_K1,31,10,1,1.0,True,1.0,True,11.799567,"[""FMOD0023"", ""FMOD0036"", ""FMOD0119"", ""FMOD0035"", ""FMOD0120"", ""FMOD0102"", ""FMOD0110"", ""FMOD0075"", ""FMOD0005"", ""FMOD0077""]"
FAST,Q6K00184,TEST_KNOWN_K1,24,10,1,1.0,True,0.9,False,11.370867,"[""FMOD0004"", ""FMOD0067"", ""FMOD0113"", ""FMOD0036"", ""FMOD0110"", ""FMOD0024"", ""FMOD0083"", ""FMOD0035"", ""FMOD0025"", ""FMOD0075""]"
FAST,Q6K00185,TEST_KNOWN_K1,13,10,1,1.0,True,0.8,False,9.064074,"[""FMOD0096"", ""FMOD0023"", ""FMOD0119"", ""FMOD0035"", ""FMOD0069"", ""FMOD0102"", ""FMOD0055"", ""FMOD0036"", ""FMOD0079"", ""FMOD0077""]"
FAST,Q6K00186,TEST_KNOWN_K1,8,8,1,1.0,True,0.4,False,6.643538,"[""FMOD0077"", ""FMOD0023"", ""FMOD0120"", ""FMOD0119"", ""FMOD0036"", ""FMOD0035"", ""FMOD0102"", ""FMOD0004""]"
FAST,Q6K00187,TEST_KNOWN_K1,24,10,1,1.0,True,0.8,False,10.415204,"[""FMOD0086"", ""FMOD0050"", ""FMOD0110"", ""FMOD0036"", ""FMOD0069"", ""FMOD0119"", ""FMOD0077"", ""FMOD0120"", ""FMOD0035"", ""FMOD0043""]"
FAST,Q6K00188,TEST_KNOWN_K1,34,10,1,1.0,True,1.0,True,11.191772,"[""FMOD0001"", ""FMOD0086"", ""FMOD0035"", ""FMOD0119"", ""FMOD0110"", ""FMOD0120"", ""FMOD0036"", ""FMOD0055"", ""FMOD0102"", ""FMOD0005""]"
FAST,Q6K00189,TEST_KNOWN_K1,6,6,1,1.0,True,0.5,False,3.283477,"[""FMOD0087"", ""FMOD0102"", ""FMOD0119"", ""FMOD0036"", ""FMOD0091"", ""FMOD0076""]"
FAST,Q6K00190,TEST_KNOWN_K1,33,10,1,1.0,True,1.0,True,10.92472,"[""FMOD0050"", ""FMOD0086"", ""FMOD0069"", ""FMOD0025"", ""FMOD0120"", ""FMOD0119"", ""FMOD0102"", ""FMOD0005"", ""FMOD0033"", ""FMOD0035""]"
FAST,Q6K00191,TEST_KNOWN_K1,20,10,1,1.0,True,0.6,False,10.97553,"[""FMOD0086"", ""FMOD0050"", ""FMOD0119"", ""FMOD0077"", ""FMOD0120"", ""FMOD0069"", ""FMOD0005"", ""FMOD0102"", ""FMOD0113"", ""FMOD0035""]"
FAST,Q6K00192,TEST_KNOWN_K1,15,10,1,1.0,True,0.7,False,7.9617,"[""FMOD0086"", ""FMOD0050"", ""FMOD0024"", ""FMOD0036"", ""FMOD0069"", ""FMOD0110"", ""FMOD0102"", ""FMOD0055"", ""FMOD0025"", ""FMOD0119""]"
FAST,Q6K00193,TEST_KNOWN_K1,35,10,1,1.0,True,1.0,True,11.515681,"[""FMOD0025"", ""FMOD0069"", ""FMOD0023"", ""FMOD0055"", ""FMOD0096"", ""FMOD0080"", ""FMOD0102"", ""FMOD0120"", ""FMOD0077"", ""FMOD0119""]"
FAST,Q6K00194,TEST_KNOWN_K1,7,7,1,1.0,True,0.5,False,6.890123,"[""FMOD0083"", ""FMOD0102"", ""FMOD0035"", ""FMOD0069"", ""FMOD0120"", ""FMOD0055"", ""FMOD0110""]"
FAST,Q6K00195,TEST_KNOWN_K1,7,7,1,1.0,True,0.4,False,4.323157,"[""FMOD0061"", ""FMOD0083"", ""FMOD0119"", ""FMOD0120"", ""FMOD0110"", ""FMOD0025"", ""FMOD0073""]"
FAST,Q6K00196,TEST_KNOWN_K1,30,10,1,1.0,True,1.0,True,10.541066,"[""FMOD0025"", ""FMOD0033"", ""FMOD0035"", ""FMOD0050"", ""FMOD0069"", ""FMOD0077"", ""FMOD0086"", ""FMOD0102"", ""FMOD0113"", ""FMOD0119""]"
