query_id,scenario,k_true,phase7h_k_pred,server_k_pred,parent_set_match,k_match,selected_subset_match,candidate_pool_match,component_matches,component_expected,all_components_match,full_query_match,client_roundtrip_ms,server_internal_total_ms
Q6K00431,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,28.70900000198162,0.8994
Q6K00432,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,11.58209999994142,0.8724
Q6K00433,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,34.935800002131145,0.9877
Q6K00434,TEST_MIXED_2K1U,3,2,2,True,True,True,True,7,7,True,True,31.315900003392017,0.8728
Q6K00435,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,29.404400000203168,0.9016
Q6K00436,TEST_MIXED_2K1U,3,2,2,True,True,True,True,7,7,True,True,32.20090000104392,0.897
Q6K00437,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,31.904800001939293,0.9638
Q6K00438,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,11.854399999720044,0.9101
Q6K00439,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,31.831600001169136,0.8855
Q6K00440,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,30.423499996686587,0.9495
Q6K00441,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,11.144399999466259,0.9004
Q6K00442,TEST_MIXED_2K1U,3,2,2,True,True,True,True,7,7,True,True,34.640500001842156,0.8607
Q6K00443,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,11.179199998878175,0.8934
Q6K00444,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,11.291299997537863,0.8753
Q6K00445,TEST_MIXED_2K1U,3,2,2,True,True,True,True,7,7,True,True,11.22370000302908,0.8639
Q6K00446,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,23.34300000075018,0.8959
Q6K00447,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,31.613700000889366,0.9192
Q6K00448,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,30.6812999988324,0.9029
Q6K00449,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,11.454100000264589,0.9571
Q6K00450,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,33.88510000149836,1.0272
Q6K00451,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,31.1266999997315,1.0187
Q6K00452,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,29.70379999896977,1.0066
Q6K00453,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,11.00380000207224,0.8755
Q6K00454,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,36.407200001121964,1.4032
Q6K00455,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,16.079400000307942,1.1844
Q6K00456,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,26.097599999047816,1.0099
Q6K00457,TEST_MIXED_2K1U,3,2,2,True,True,True,True,7,7,True,True,31.195899999147514,1.0019
Q6K00458,TEST_MIXED_2K1U,3,2,2,True,True,True,True,7,7,True,True,14.070699999138014,1.0197
Q6K00459,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,30.344099999638274,1.1078
Q6K00460,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.777799998933915,1.0579
Q6K00461,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.944499998615356,1.0354
Q6K00462,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.576500001363456,1.0084
Q6K00463,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.771300000371411,0.969
Q6K00464,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.925400002335664,1.0095
Q6K00465,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,32.73239999907673,0.9023
Q6K00466,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.747600001806859,1.0201
Q6K00467,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,32.078500000352506,0.9679
Q6K00468,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.813999998092186,1.0171
Q6K00469,TEST_MIXED_2K1U,3,2,2,True,True,True,True,7,7,True,True,12.881700000434648,0.9048
Q6K00470,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,16.238200001680525,1.0498
Q6K00471,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.2975999986229,0.9583
Q6K00472,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,32.0878000020457,0.9871
Q6K00473,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,30.310000001918525,1.0492
Q6K00474,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,11.726000000635395,0.94
Q6K00475,TEST_MIXED_2K1U,3,4,4,True,True,True,True,7,7,True,True,12.347799998678965,1.0486
Q6K00476,TEST_MIXED_2K1U,3,2,2,True,True,True,True,7,7,True,True,35.10420000020531,0.9201
Q6K00477,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,12.894200001028366,0.9185
Q6K00478,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,11.825599998701364,0.8817
Q6K00479,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,13.05080000020098,0.9871
Q6K00480,TEST_MIXED_2K1U,3,3,3,True,True,True,True,7,7,True,True,12.597399996593595,0.9996
Q6K00481,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,12.449499998183455,1.027
Q6K00482,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,12.566400000650901,0.9471
Q6K00483,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,27.779599997302284,0.8493
Q6K00484,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,31.32740000000922,0.9075
Q6K00485,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,29.228100000182167,0.9164
Q6K00486,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,30.98410000166041,0.8567
Q6K00487,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,29.531500000302913,0.8847
Q6K00488,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,11.40769999983604,0.8386
Q6K00489,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,11.727900000551017,0.8762
Q6K00490,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,12.408299997332506,1.0963
Q6K00491,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,13.397099999565398,0.8197
Q6K00492,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,13.830100000632228,0.9429
Q6K00493,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,26.64560000266647,0.9817
Q6K00494,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,30.750400001124945,0.8931
Q6K00495,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,13.783399997919332,0.9358
Q6K00496,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,13.758399996731896,1.1188
Q6K00497,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,33.097499999712454,0.9734
Q6K00498,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,13.205200000811601,0.9876
Q6K00499,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,13.420399998722132,0.9166
Q6K00500,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,13.56600000144681,0.961
Q6K00501,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,13.312999999470776,0.8571
Q6K00502,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,13.337100001081126,0.8476
Q6K00503,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,37.00260000186972,0.9167
Q6K00504,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,32.65490000194404,0.9518
Q6K00505,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,15.647100000933278,0.9657
Q6K00506,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,15.043100000184495,0.9611
Q6K00507,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,30.6471000003512,1.0081
Q6K00508,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,30.285199998616008,1.0218
Q6K00509,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,29.011399998125853,0.9595
Q6K00510,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,14.596400000300491,1.0671
Q6K00511,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,14.5870999986073,1.4089
Q6K00512,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,24.682699997356394,0.925
Q6K00513,TEST_UNKNOWN_K1,1,3,3,True,True,True,True,7,7,True,True,11.919699998543365,0.912
Q6K00514,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,36.801199999899836,1.0591
Q6K00515,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,27.75380000093719,0.8767
Q6K00516,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,37.04370000195922,0.8915
Q6K00517,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,26.085400000738446,0.8447
Q6K00518,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,12.842899999668589,1.0753
Q6K00519,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,13.193700000556419,1.1105
Q6K00520,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,12.308800000027986,0.8193
Q6K00521,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,12.100299998564878,0.8267
Q6K00522,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,36.402599998837104,0.8324
Q6K00523,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,12.833100001444109,1.0989
Q6K00524,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,13.342600002943072,0.9052
Q6K00525,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,13.227999999799067,0.9352
Q6K00526,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,12.166799999249633,0.9851
Q6K00527,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,22.42110000224784,0.9509
Q6K00528,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,33.024799999111565,0.8629
Q6K00529,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,11.901099998794962,0.8395
Q6K00530,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,35.98090000014054,0.9606
Q6K00531,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,11.803100001998246,0.8914
Q6K00532,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,11.515900001541013,0.9726
Q6K00533,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,11.69110000046203,0.8212
Q6K00534,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,11.033499999030028,0.8213
Q6K00535,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,21.478399998159148,0.9668
Q6K00536,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,32.06279999722028,0.8957
Q6K00537,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,11.464200000773417,0.8599
Q6K00538,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,34.55179999946267,0.8741
Q6K00539,TEST_UNKNOWN_K1,1,2,2,True,True,True,True,7,7,True,True,30.4757999983849,0.8944
Q6K00540,TEST_UNKNOWN_K1,1,1,1,True,True,True,True,7,7,True,True,27.774999998655403,0.8757
