query_id,node_id,modality,original_source_parent,pseudo_ground_truth_label,is_pseudo_unknown
Q6K00047,Q6K00047_N06,CODE_BINARY,FMOD0020,UNKNOWN,True
Q6K00047,Q6K00047_N07,IMAGE,FMOD0020,UNKNOWN,True
Q6K00048,Q6K00048_N01,IMAGE,FMOD0057,UNKNOWN,True
Q6K00048,Q6K00048_N02,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00048,Q6K00048_N03,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00048,Q6K00048_N04,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00048,Q6K00048_N05,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00048,Q6K00048_N06,STRUCTURED,FMOD0057,UNKNOWN,True
Q6K00048,Q6K00048_N07,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00049,Q6K00049_N01,CODE_BINARY,FMOD0002,UNKNOWN,True
Q6K00049,Q6K00049_N02,CODE_BINARY,FMOD0002,UNKNOWN,True
Q6K00049,Q6K00049_N03,CODE_BINARY,FMOD0002,UNKNOWN,True
Q6K00049,Q6K00049_N04,CODE_BINARY,FMOD0002,UNKNOWN,True
Q6K00049,Q6K00049_N05,STRUCTURED,FMOD0002,UNKNOWN,True
Q6K00049,Q6K00049_N06,IMAGE,FMOD0002,UNKNOWN,True
Q6K00049,Q6K00049_N07,CODE_BINARY,FMOD0002,UNKNOWN,True
Q6K00050,Q6K00050_N01,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00050,Q6K00050_N02,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00050,Q6K00050_N03,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00050,Q6K00050_N04,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00050,Q6K00050_N05,STRUCTURED,FMOD0081,UNKNOWN,True
Q6K00050,Q6K00050_N06,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00050,Q6K00050_N07,IMAGE,FMOD0081,UNKNOWN,True
Q6K00051,Q6K00051_N01,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00051,Q6K00051_N02,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00051,Q6K00051_N03,IMAGE,FMOD0082,UNKNOWN,True
Q6K00051,Q6K00051_N04,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00051,Q6K00051_N05,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00051,Q6K00051_N06,STRUCTURED,FMOD0082,UNKNOWN,True
Q6K00051,Q6K00051_N07,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00052,Q6K00052_N01,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00052,Q6K00052_N02,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00052,Q6K00052_N03,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00052,Q6K00052_N04,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00052,Q6K00052_N05,STRUCTURED,FMOD0101,UNKNOWN,True
Q6K00052,Q6K00052_N06,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00052,Q6K00052_N07,IMAGE,FMOD0101,UNKNOWN,True
Q6K00053,Q6K00053_N01,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00053,Q6K00053_N02,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00053,Q6K00053_N03,STRUCTURED,FMOD0057,UNKNOWN,True
Q6K00053,Q6K00053_N04,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00053,Q6K00053_N05,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00053,Q6K00053_N06,IMAGE,FMOD0057,UNKNOWN,True
Q6K00053,Q6K00053_N07,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00054,Q6K00054_N01,STRUCTURED,FMOD0072,UNKNOWN,True
Q6K00054,Q6K00054_N02,CODE_BINARY,FMOD0072,UNKNOWN,True
Q6K00054,Q6K00054_N03,CODE_BINARY,FMOD0072,UNKNOWN,True
Q6K00054,Q6K00054_N04,IMAGE,FMOD0072,UNKNOWN,True
Q6K00054,Q6K00054_N05,CODE_BINARY,FMOD0072,UNKNOWN,True
Q6K00054,Q6K00054_N06,CODE_BINARY,FMOD0072,UNKNOWN,True
Q6K00054,Q6K00054_N07,CODE_BINARY,FMOD0072,UNKNOWN,True
Q6K00055,Q6K00055_N01,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00055,Q6K00055_N02,IMAGE,FMOD0059,UNKNOWN,True
Q6K00055,Q6K00055_N03,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00055,Q6K00055_N04,STRUCTURED,FMOD0059,UNKNOWN,True
Q6K00055,Q6K00055_N05,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00055,Q6K00055_N06,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00055,Q6K00055_N07,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00056,Q6K00056_N01,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00056,Q6K00056_N02,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00056,Q6K00056_N03,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00056,Q6K00056_N04,STRUCTURED,FMOD0041,UNKNOWN,True
Q6K00056,Q6K00056_N05,IMAGE,FMOD0041,UNKNOWN,True
Q6K00056,Q6K00056_N06,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00056,Q6K00056_N07,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00057,Q6K00057_N01,STRUCTURED,FMOD0057,UNKNOWN,True
Q6K00057,Q6K00057_N02,IMAGE,FMOD0057,UNKNOWN,True
Q6K00057,Q6K00057_N03,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00057,Q6K00057_N04,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00057,Q6K00057_N05,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00057,Q6K00057_N06,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00057,Q6K00057_N07,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00058,Q6K00058_N01,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00058,Q6K00058_N02,IMAGE,FMOD0059,UNKNOWN,True
Q6K00058,Q6K00058_N03,STRUCTURED,FMOD0059,UNKNOWN,True
Q6K00058,Q6K00058_N04,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00058,Q6K00058_N05,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00058,Q6K00058_N06,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00058,Q6K00058_N07,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00059,Q6K00059_N01,STRUCTURED,FMOD0030,UNKNOWN,True
Q6K00059,Q6K00059_N02,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00059,Q6K00059_N03,IMAGE,FMOD0030,UNKNOWN,True
Q6K00059,Q6K00059_N04,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00059,Q6K00059_N05,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00059,Q6K00059_N06,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00059,Q6K00059_N07,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00060,Q6K00060_N01,CODE_BINARY,FMOD0065,UNKNOWN,True
Q6K00060,Q6K00060_N02,IMAGE,FMOD0065,UNKNOWN,True
Q6K00060,Q6K00060_N03,CODE_BINARY,FMOD0065,UNKNOWN,True
Q6K00060,Q6K00060_N04,STRUCTURED,FMOD0065,UNKNOWN,True
Q6K00060,Q6K00060_N05,CODE_BINARY,FMOD0065,UNKNOWN,True
Q6K00060,Q6K00060_N06,CODE_BINARY,FMOD0065,UNKNOWN,True
Q6K00060,Q6K00060_N07,CODE_BINARY,FMOD0065,UNKNOWN,True
Q6K00061,Q6K00061_N01,CODE_BINARY,FMOD0058,UNKNOWN,True
Q6K00061,Q6K00061_N02,CODE_BINARY,FMOD0058,UNKNOWN,True
Q6K00061,Q6K00061_N03,STRUCTURED,FMOD0058,UNKNOWN,True
Q6K00061,Q6K00061_N04,CODE_BINARY,FMOD0020,FMOD0020,False
Q6K00061,Q6K00061_N05,CODE_BINARY,FMOD0058,UNKNOWN,True
Q6K00061,Q6K00061_N06,IMAGE,FMOD0020,FMOD0020,False
Q6K00061,Q6K00061_N07,CODE_BINARY,FMOD0020,FMOD0020,False
Q6K00062,Q6K00062_N01,CODE_BINARY,FMOD0058,FMOD0058,False
Q6K00062,Q6K00062_N02,CODE_BINARY,FMOD0058,FMOD0058,False
Q6K00062,Q6K00062_N03,CODE_BINARY,FMOD0039,UNKNOWN,True
Q6K00062,Q6K00062_N04,STRUCTURED,FMOD0058,FMOD0058,False
Q6K00062,Q6K00062_N05,CODE_BINARY,FMOD0039,UNKNOWN,True
Q6K00062,Q6K00062_N06,IMAGE,FMOD0058,FMOD0058,False
Q6K00062,Q6K00062_N07,CODE_BINARY,FMOD0039,UNKNOWN,True
Q6K00063,Q6K00063_N01,STRUCTURED,FMOD0052,FMOD0052,False
Q6K00063,Q6K00063_N02,CODE_BINARY,FMOD0097,UNKNOWN,True
Q6K00063,Q6K00063_N03,IMAGE,FMOD0097,UNKNOWN,True
Q6K00063,Q6K00063_N04,CODE_BINARY,FMOD0052,FMOD0052,False
Q6K00063,Q6K00063_N05,CODE_BINARY,FMOD0097,UNKNOWN,True
Q6K00063,Q6K00063_N06,CODE_BINARY,FMOD0097,UNKNOWN,True
Q6K00063,Q6K00063_N07,CODE_BINARY,FMOD0052,FMOD0052,False
Q6K00064,Q6K00064_N01,STRUCTURED,FMOD0034,FMOD0034,False
Q6K00064,Q6K00064_N02,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00064,Q6K00064_N03,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00064,Q6K00064_N04,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00064,Q6K00064_N05,IMAGE,FMOD0034,FMOD0034,False
Q6K00064,Q6K00064_N06,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00064,Q6K00064_N07,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00065,Q6K00065_N01,CODE_BINARY,FMOD0041,FMOD0041,False
Q6K00065,Q6K00065_N02,IMAGE,FMOD0030,UNKNOWN,True
Q6K00065,Q6K00065_N03,STRUCTURED,FMOD0041,FMOD0041,False
Q6K00065,Q6K00065_N04,CODE_BINARY,FMOD0041,FMOD0041,False
Q6K00065,Q6K00065_N05,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00065,Q6K00065_N06,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00065,Q6K00065_N07,CODE_BINARY,FMOD0041,FMOD0041,False
Q6K00066,Q6K00066_N01,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00066,Q6K00066_N02,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00066,Q6K00066_N03,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00066,Q6K00066_N04,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00066,Q6K00066_N05,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00066,Q6K00066_N06,STRUCTURED,FMOD0041,UNKNOWN,True
Q6K00066,Q6K00066_N07,IMAGE,FMOD0041,UNKNOWN,True
Q6K00067,Q6K00067_N01,CODE_BINARY,FMOD0058,FMOD0058,False
Q6K00067,Q6K00067_N02,CODE_BINARY,FMOD0056,UNKNOWN,True
Q6K00067,Q6K00067_N03,CODE_BINARY,FMOD0056,UNKNOWN,True
Q6K00067,Q6K00067_N04,CODE_BINARY,FMOD0056,UNKNOWN,True
Q6K00067,Q6K00067_N05,STRUCTURED,FMOD0056,UNKNOWN,True
Q6K00067,Q6K00067_N06,IMAGE,FMOD0056,UNKNOWN,True
Q6K00067,Q6K00067_N07,CODE_BINARY,FMOD0058,FMOD0058,False
Q6K00068,Q6K00068_N01,CODE_BINARY,FMOD0056,FMOD0056,False
Q6K00068,Q6K00068_N02,CODE_BINARY,FMOD0056,FMOD0056,False
Q6K00068,Q6K00068_N03,CODE_BINARY,FMOD0058,UNKNOWN,True
Q6K00068,Q6K00068_N04,STRUCTURED,FMOD0056,FMOD0056,False
Q6K00068,Q6K00068_N05,IMAGE,FMOD0058,UNKNOWN,True
Q6K00068,Q6K00068_N06,CODE_BINARY,FMOD0058,UNKNOWN,True
Q6K00068,Q6K00068_N07,CODE_BINARY,FMOD0056,FMOD0056,False
Q6K00069,Q6K00069_N01,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00069,Q6K00069_N02,CODE_BINARY,FMOD0030,FMOD0030,False
Q6K00069,Q6K00069_N03,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00069,Q6K00069_N04,STRUCTURED,FMOD0030,FMOD0030,False
Q6K00069,Q6K00069_N05,IMAGE,FMOD0030,FMOD0030,False
Q6K00069,Q6K00069_N06,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00069,Q6K00069_N07,CODE_BINARY,FMOD0030,FMOD0030,False
Q6K00070,Q6K00070_N01,IMAGE,FMOD0041,FMOD0041,False
Q6K00070,Q6K00070_N02,CODE_BINARY,FMOD0020,UNKNOWN,True
Q6K00070,Q6K00070_N03,CODE_BINARY,FMOD0020,UNKNOWN,True
Q6K00070,Q6K00070_N04,CODE_BINARY,FMOD0041,FMOD0041,False
Q6K00070,Q6K00070_N05,CODE_BINARY,FMOD0020,UNKNOWN,True
Q6K00070,Q6K00070_N06,CODE_BINARY,FMOD0041,FMOD0041,False
Q6K00070,Q6K00070_N07,STRUCTURED,FMOD0041,FMOD0041,False
Q6K00071,Q6K00071_N01,IMAGE,FMOD0082,UNKNOWN,True
Q6K00071,Q6K00071_N02,STRUCTURED,FMOD0082,UNKNOWN,True
Q6K00071,Q6K00071_N03,CODE_BINARY,FMOD0057,FMOD0057,False
Q6K00071,Q6K00071_N04,CODE_BINARY,FMOD0057,FMOD0057,False
Q6K00071,Q6K00071_N05,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00071,Q6K00071_N06,CODE_BINARY,FMOD0057,FMOD0057,False
Q6K00071,Q6K00071_N07,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00072,Q6K00072_N01,CODE_BINARY,FMOD0059,FMOD0059,False
Q6K00072,Q6K00072_N02,IMAGE,FMOD0059,FMOD0059,False
Q6K00072,Q6K00072_N03,CODE_BINARY,FMOD0002,UNKNOWN,True
Q6K00072,Q6K00072_N04,CODE_BINARY,FMOD0059,FMOD0059,False
Q6K00072,Q6K00072_N05,STRUCTURED,FMOD0059,FMOD0059,False
Q6K00072,Q6K00072_N06,CODE_BINARY,FMOD0002,UNKNOWN,True
Q6K00072,Q6K00072_N07,CODE_BINARY,FMOD0059,FMOD0059,False
Q6K00073,Q6K00073_N01,CODE_BINARY,FMOD0056,UNKNOWN,True
Q6K00073,Q6K00073_N02,CODE_BINARY,FMOD0081,FMOD0081,False
Q6K00073,Q6K00073_N03,STRUCTURED,FMOD0056,UNKNOWN,True
Q6K00073,Q6K00073_N04,CODE_BINARY,FMOD0081,FMOD0081,False
Q6K00073,Q6K00073_N05,CODE_BINARY,FMOD0081,FMOD0081,False
Q6K00073,Q6K00073_N06,IMAGE,FMOD0081,FMOD0081,False
Q6K00073,Q6K00073_N07,CODE_BINARY,FMOD0056,UNKNOWN,True
Q6K00074,Q6K00074_N01,CODE_BINARY,FMOD0057,FMOD0057,False
Q6K00074,Q6K00074_N02,CODE_BINARY,FMOD0056,UNKNOWN,True
Q6K00074,Q6K00074_N03,CODE_BINARY,FMOD0056,UNKNOWN,True
Q6K00074,Q6K00074_N04,CODE_BINARY,FMOD0057,FMOD0057,False
Q6K00074,Q6K00074_N05,STRUCTURED,FMOD0057,FMOD0057,False
Q6K00074,Q6K00074_N06,IMAGE,FMOD0056,UNKNOWN,True
Q6K00074,Q6K00074_N07,CODE_BINARY,FMOD0057,FMOD0057,False
Q6K00075,Q6K00075_N01,CODE_BINARY,FMOD0020,UNKNOWN,True
Q6K00075,Q6K00075_N02,STRUCTURED,FMOD0020,UNKNOWN,True
Q6K00075,Q6K00075_N03,IMAGE,FMOD0020,UNKNOWN,True
Q6K00075,Q6K00075_N04,CODE_BINARY,FMOD0039,FMOD0039,False
Q6K00075,Q6K00075_N05,CODE_BINARY,FMOD0039,FMOD0039,False
Q6K00075,Q6K00075_N06,CODE_BINARY,FMOD0039,FMOD0039,False
Q6K00075,Q6K00075_N07,CODE_BINARY,FMOD0020,UNKNOWN,True
Q6K00076,Q6K00076_N01,CODE_BINARY,FMOD0063,FMOD0063,False
Q6K00076,Q6K00076_N02,CODE_BINARY,FMOD0063,FMOD0063,False
Q6K00076,Q6K00076_N03,CODE_BINARY,FMOD0045,UNKNOWN,True
Q6K00076,Q6K00076_N04,STRUCTURED,FMOD0045,UNKNOWN,True
Q6K00076,Q6K00076_N05,CODE_BINARY,FMOD0045,UNKNOWN,True
Q6K00076,Q6K00076_N06,IMAGE,FMOD0063,FMOD0063,False
Q6K00076,Q6K00076_N07,CODE_BINARY,FMOD0045,UNKNOWN,True
Q6K00077,Q6K00077_N01,CODE_BINARY,FMOD0030,FMOD0030,False
Q6K00077,Q6K00077_N02,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00077,Q6K00077_N03,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00077,Q6K00077_N04,IMAGE,FMOD0030,FMOD0030,False
Q6K00077,Q6K00077_N05,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00077,Q6K00077_N06,CODE_BINARY,FMOD0030,FMOD0030,False
Q6K00077,Q6K00077_N07,STRUCTURED,FMOD0081,UNKNOWN,True
Q6K00078,Q6K00078_N01,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00078,Q6K00078_N02,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00078,Q6K00078_N03,CODE_BINARY,FMOD0072,FMOD0072,False
Q6K00078,Q6K00078_N04,CODE_BINARY,FMOD0072,FMOD0072,False
Q6K00078,Q6K00078_N05,IMAGE,FMOD0059,UNKNOWN,True
Q6K00078,Q6K00078_N06,CODE_BINARY,FMOD0072,FMOD0072,False
Q6K00078,Q6K00078_N07,STRUCTURED,FMOD0059,UNKNOWN,True
Q6K00079,Q6K00079_N01,CODE_BINARY,FMOD0041,FMOD0041,False
Q6K00079,Q6K00079_N02,CODE_BINARY,FMOD0041,FMOD0041,False
Q6K00079,Q6K00079_N03,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00079,Q6K00079_N04,CODE_BINARY,FMOD0041,FMOD0041,False
Q6K00079,Q6K00079_N05,CODE_BINARY,FMOD0082,UNKNOWN,True
Q6K00079,Q6K00079_N06,STRUCTURED,FMOD0041,FMOD0041,False
Q6K00079,Q6K00079_N07,IMAGE,FMOD0082,UNKNOWN,True
Q6K00080,Q6K00080_N01,STRUCTURED,FMOD0097,UNKNOWN,True
Q6K00080,Q6K00080_N02,CODE_BINARY,FMOD0097,UNKNOWN,True
Q6K00080,Q6K00080_N03,CODE_BINARY,FMOD0097,UNKNOWN,True
Q6K00080,Q6K00080_N04,IMAGE,FMOD0097,UNKNOWN,True
Q6K00080,Q6K00080_N05,CODE_BINARY,FMOD0065,FMOD0065,False
Q6K00080,Q6K00080_N06,CODE_BINARY,FMOD0065,FMOD0065,False
Q6K00080,Q6K00080_N07,CODE_BINARY,FMOD0065,FMOD0065,False
Q6K00081,Q6K00081_N01,CODE_BINARY,FMOD0101,FMOD0101,False
Q6K00081,Q6K00081_N02,STRUCTURED,FMOD0101,FMOD0101,False
Q6K00081,Q6K00081_N03,IMAGE,FMOD0101,FMOD0101,False
Q6K00081,Q6K00081_N04,CODE_BINARY,FMOD0101,FMOD0101,False
Q6K00081,Q6K00081_N05,CODE_BINARY,FMOD0101,FMOD0101,False
Q6K00081,Q6K00081_N06,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00081,Q6K00081_N07,CODE_BINARY,FMOD0059,UNKNOWN,True
Q6K00082,Q6K00082_N01,CODE_BINARY,FMOD0045,FMOD0045,False
Q6K00082,Q6K00082_N02,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00082,Q6K00082_N03,STRUCTURED,FMOD0057,UNKNOWN,True
Q6K00082,Q6K00082_N04,CODE_BINARY,FMOD0045,FMOD0045,False
Q6K00082,Q6K00082_N05,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00082,Q6K00082_N06,CODE_BINARY,FMOD0057,UNKNOWN,True
Q6K00082,Q6K00082_N07,IMAGE,FMOD0045,FMOD0045,False
Q6K00083,Q6K00083_N01,CODE_BINARY,FMOD0063,FMOD0063,False
Q6K00083,Q6K00083_N02,CODE_BINARY,FMOD0034,UNKNOWN,True
Q6K00083,Q6K00083_N03,STRUCTURED,FMOD0034,UNKNOWN,True
Q6K00083,Q6K00083_N04,CODE_BINARY,FMOD0034,UNKNOWN,True
Q6K00083,Q6K00083_N05,CODE_BINARY,FMOD0063,FMOD0063,False
Q6K00083,Q6K00083_N06,IMAGE,FMOD0063,FMOD0063,False
Q6K00083,Q6K00083_N07,CODE_BINARY,FMOD0063,FMOD0063,False
Q6K00084,Q6K00084_N01,CODE_BINARY,FMOD0058,FMOD0058,False
Q6K00084,Q6K00084_N02,IMAGE,FMOD0058,FMOD0058,False
Q6K00084,Q6K00084_N03,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00084,Q6K00084_N04,STRUCTURED,FMOD0030,UNKNOWN,True
Q6K00084,Q6K00084_N05,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00084,Q6K00084_N06,CODE_BINARY,FMOD0058,FMOD0058,False
Q6K00084,Q6K00084_N07,CODE_BINARY,FMOD0030,UNKNOWN,True
Q6K00085,Q6K00085_N01,IMAGE,FMOD0058,UNKNOWN,True
Q6K00085,Q6K00085_N02,CODE_BINARY,FMOD0058,UNKNOWN,True
Q6K00085,Q6K00085_N03,CODE_BINARY,FMOD0045,FMOD0045,False
Q6K00085,Q6K00085_N04,CODE_BINARY,FMOD0045,FMOD0045,False
Q6K00085,Q6K00085_N05,CODE_BINARY,FMOD0058,UNKNOWN,True
Q6K00085,Q6K00085_N06,STRUCTURED,FMOD0058,UNKNOWN,True
Q6K00085,Q6K00085_N07,CODE_BINARY,FMOD0045,FMOD0045,False
Q6K00086,Q6K00086_N01,CODE_BINARY,FMOD0034,UNKNOWN,True
Q6K00086,Q6K00086_N02,IMAGE,FMOD0081,FMOD0081,False
Q6K00086,Q6K00086_N03,CODE_BINARY,FMOD0034,UNKNOWN,True
Q6K00086,Q6K00086_N04,CODE_BINARY,FMOD0081,FMOD0081,False
Q6K00086,Q6K00086_N05,STRUCTURED,FMOD0034,UNKNOWN,True
Q6K00086,Q6K00086_N06,CODE_BINARY,FMOD0034,UNKNOWN,True
Q6K00086,Q6K00086_N07,CODE_BINARY,FMOD0081,FMOD0081,False
Q6K00087,Q6K00087_N01,CODE_BINARY,FMOD0039,FMOD0039,False
Q6K00087,Q6K00087_N02,CODE_BINARY,FMOD0039,FMOD0039,False
Q6K00087,Q6K00087_N03,CODE_BINARY,FMOD0020,UNKNOWN,True
Q6K00087,Q6K00087_N04,STRUCTURED,FMOD0039,FMOD0039,False
Q6K00087,Q6K00087_N05,CODE_BINARY,FMOD0020,UNKNOWN,True
Q6K00087,Q6K00087_N06,IMAGE,FMOD0039,FMOD0039,False
Q6K00087,Q6K00087_N07,CODE_BINARY,FMOD0039,FMOD0039,False
Q6K00088,Q6K00088_N01,CODE_BINARY,FMOD0058,FMOD0058,False
Q6K00088,Q6K00088_N02,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00088,Q6K00088_N03,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00088,Q6K00088_N04,IMAGE,FMOD0081,UNKNOWN,True
Q6K00088,Q6K00088_N05,STRUCTURED,FMOD0081,UNKNOWN,True
Q6K00088,Q6K00088_N06,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00088,Q6K00088_N07,CODE_BINARY,FMOD0058,FMOD0058,False
Q6K00089,Q6K00089_N01,STRUCTURED,FMOD0039,UNKNOWN,True
Q6K00089,Q6K00089_N02,CODE_BINARY,FMOD0039,UNKNOWN,True
Q6K00089,Q6K00089_N03,CODE_BINARY,FMOD0020,FMOD0020,False
Q6K00089,Q6K00089_N04,IMAGE,FMOD0039,UNKNOWN,True
Q6K00089,Q6K00089_N05,CODE_BINARY,FMOD0039,UNKNOWN,True
Q6K00089,Q6K00089_N06,CODE_BINARY,FMOD0039,UNKNOWN,True
Q6K00089,Q6K00089_N07,CODE_BINARY,FMOD0020,FMOD0020,False
Q6K00090,Q6K00090_N01,IMAGE,FMOD0034,FMOD0034,False
Q6K00090,Q6K00090_N02,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00090,Q6K00090_N03,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00090,Q6K00090_N04,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00090,Q6K00090_N05,STRUCTURED,FMOD0034,FMOD0034,False
Q6K00090,Q6K00090_N06,CODE_BINARY,FMOD0101,UNKNOWN,True
Q6K00090,Q6K00090_N07,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00091,Q6K00091_N01,CODE_BINARY,FMOD0030,FMOD0030,False
Q6K00091,Q6K00091_N02,CODE_BINARY,FMOD0030,FMOD0030,False
Q6K00091,Q6K00091_N03,STRUCTURED,FMOD0030,FMOD0030,False
Q6K00091,Q6K00091_N04,IMAGE,FMOD0030,FMOD0030,False
Q6K00091,Q6K00091_N05,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00091,Q6K00091_N06,CODE_BINARY,FMOD0041,UNKNOWN,True
Q6K00091,Q6K00091_N07,CODE_BINARY,FMOD0030,FMOD0030,False
Q6K00092,Q6K00092_N01,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00092,Q6K00092_N02,IMAGE,FMOD0081,UNKNOWN,True
Q6K00092,Q6K00092_N03,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00092,Q6K00092_N04,STRUCTURED,FMOD0034,FMOD0034,False
Q6K00092,Q6K00092_N05,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00092,Q6K00092_N06,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00092,Q6K00092_N07,CODE_BINARY,FMOD0034,FMOD0034,False
Q6K00093,Q6K00093_N01,CODE_BINARY,FMOD0002,FMOD0002,False
Q6K00093,Q6K00093_N02,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00093,Q6K00093_N03,IMAGE,FMOD0081,UNKNOWN,True
Q6K00093,Q6K00093_N04,CODE_BINARY,FMOD0002,FMOD0002,False
Q6K00093,Q6K00093_N05,CODE_BINARY,FMOD0081,UNKNOWN,True
Q6K00093,Q6K00093_N06,STRUCTURED,FMOD0002,FMOD0002,False
Q6K00093,Q6K00093_N07,CODE_BINARY,FMOD0002,FMOD0002,False
Q6K00094,Q6K00094_N01,CODE_BINARY,FMOD0063,FMOD0063,False
Q6K00094,Q6K00094_N02,CODE_BINARY,FMOD0097,UNKNOWN,True
Q6K00094,Q6K00094_N03,IMAGE,FMOD0097,UNKNOWN,True
Q6K00094,Q6K00094_N04,CODE_BINARY,FMOD0097,UNKNOWN,True
Q6K00094,Q6K00094_N05,CODE_BINARY,FMOD0063,FMOD0063,False
Q6K00094,Q6K00094_N06,CODE_BINARY,FMOD0097,UNKNOWN,True
Q6K00094,Q6K00094_N07,STRUCTURED,FMOD0097,UNKNOWN,True
