anonymous_query_id,query_id,node_id,scenario,gt,nicad_pred,proposed_pred,high_confidence_source_mapping
Q0074,Q6K00254,Q6K00254_N05,TEST_KNOWN_K2,FMOD0040,UNKNOWN,UNKNOWN,False
Q0074,Q6K00254,Q6K00254_N07,TEST_KNOWN_K2,FMOD0083,FMOD0083,FMOD0083,False
Q0075,Q6K00255,Q6K00255_N02,TEST_KNOWN_K2,FMOD0053,FMOD0053,FMOD0053,False
Q0075,Q6K00255,Q6K00255_N04,TEST_KNOWN_K2,FMOD0016,UNKNOWN,UNKNOWN,True
Q0075,Q6K00255,Q6K00255_N05,TEST_KNOWN_K2,FMOD0053,FMOD0053,FMOD0053,False
Q0075,Q6K00255,Q6K00255_N06,TEST_KNOWN_K2,FMOD0053,FMOD0053,FMOD0053,False
Q0075,Q6K00255,Q6K00255_N07,TEST_KNOWN_K2,FMOD0016,UNKNOWN,UNKNOWN,True
Q0076,Q6K00256,Q6K00256_N01,TEST_KNOWN_K2,FMOD0083,FMOD0083,FMOD0083,False
Q0076,Q6K00256,Q6K00256_N02,TEST_KNOWN_K2,FMOD0087,UNKNOWN,FMOD0087,False
Q0076,Q6K00256,Q6K00256_N03,TEST_KNOWN_K2,FMOD0083,UNKNOWN,FMOD0083,False
Q0076,Q6K00256,Q6K00256_N04,TEST_KNOWN_K2,FMOD0087,FMOD0087,FMOD0087,False
Q0076,Q6K00256,Q6K00256_N06,TEST_KNOWN_K2,FMOD0083,FMOD0083,FMOD0083,False
Q0077,Q6K00257,Q6K00257_N02,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0077,Q6K00257,Q6K00257_N05,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0078,Q6K00258,Q6K00258_N03,TEST_KNOWN_K2,FMOD0096,FMOD0096,FMOD0096,False
Q0078,Q6K00258,Q6K00258_N04,TEST_KNOWN_K2,FMOD0096,FMOD0096,UNKNOWN,False
Q0079,Q6K00259,Q6K00259_N02,TEST_KNOWN_K2,FMOD0089,FMOD0089,FMOD0089,False
Q0079,Q6K00259,Q6K00259_N03,TEST_KNOWN_K2,FMOD0089,UNKNOWN,FMOD0089,False
Q0080,Q6K00260,Q6K00260_N02,TEST_KNOWN_K2,FMOD0099,FMOD0099,FMOD0099,True
Q0080,Q6K00260,Q6K00260_N05,TEST_KNOWN_K2,FMOD0099,FMOD0099,FMOD0099,True
Q0080,Q6K00260,Q6K00260_N07,TEST_KNOWN_K2,FMOD0099,UNKNOWN,FMOD0099,True
Q0081,Q6K00261,Q6K00261_N01,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,False
Q0081,Q6K00261,Q6K00261_N02,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,False
Q0081,Q6K00261,Q6K00261_N04,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,False
Q0081,Q6K00261,Q6K00261_N05,TEST_KNOWN_K2,FMOD0022,FMOD0022,FMOD0022,False
Q0081,Q6K00261,Q6K00261_N06,TEST_KNOWN_K2,FMOD0022,UNKNOWN,FMOD0022,False
Q0082,Q6K00262,Q6K00262_N01,TEST_KNOWN_K2,FMOD0060,FMOD0060,UNKNOWN,True
Q0082,Q6K00262,Q6K00262_N04,TEST_KNOWN_K2,FMOD0060,UNKNOWN,FMOD0060,True
Q0082,Q6K00262,Q6K00262_N06,TEST_KNOWN_K2,FMOD0060,FMOD0060,UNKNOWN,True
Q0083,Q6K00263,Q6K00263_N05,TEST_KNOWN_K2,FMOD0096,FMOD0096,FMOD0096,False
Q0083,Q6K00263,Q6K00263_N06,TEST_KNOWN_K2,FMOD0096,FMOD0096,FMOD0096,False
Q0085,Q6K00265,Q6K00265_N01,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0085,Q6K00265,Q6K00265_N03,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0085,Q6K00265,Q6K00265_N04,TEST_KNOWN_K2,FMOD0004,FMOD0004,FMOD0004,False
Q0085,Q6K00265,Q6K00265_N05,TEST_KNOWN_K2,FMOD0004,UNKNOWN,FMOD0004,False
Q0085,Q6K00265,Q6K00265_N06,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0086,Q6K00266,Q6K00266_N01,TEST_KNOWN_K2,FMOD0005,UNKNOWN,FMOD0005,False
Q0086,Q6K00266,Q6K00266_N02,TEST_KNOWN_K2,FMOD0061,UNKNOWN,FMOD0061,False
Q0086,Q6K00266,Q6K00266_N04,TEST_KNOWN_K2,FMOD0061,UNKNOWN,FMOD0061,False
Q0086,Q6K00266,Q6K00266_N06,TEST_KNOWN_K2,FMOD0005,UNKNOWN,FMOD0005,False
Q0086,Q6K00266,Q6K00266_N07,TEST_KNOWN_K2,FMOD0005,UNKNOWN,FMOD0005,False
Q0087,Q6K00267,Q6K00267_N02,TEST_KNOWN_K2,FMOD0022,FMOD0022,FMOD0022,False
Q0087,Q6K00267,Q6K00267_N06,TEST_KNOWN_K2,FMOD0022,FMOD0022,FMOD0022,False
Q0087,Q6K00267,Q6K00267_N07,TEST_KNOWN_K2,FMOD0022,FMOD0022,FMOD0022,False
Q0088,Q6K00268,Q6K00268_N02,TEST_KNOWN_K2,FMOD0050,UNKNOWN,FMOD0050,True
Q0088,Q6K00268,Q6K00268_N04,TEST_KNOWN_K2,FMOD0050,FMOD0050,FMOD0050,True
Q0088,Q6K00268,Q6K00268_N05,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0088,Q6K00268,Q6K00268_N06,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0088,Q6K00268,Q6K00268_N07,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0089,Q6K00269,Q6K00269_N01,TEST_KNOWN_K2,FMOD0087,UNKNOWN,FMOD0087,False
Q0089,Q6K00269,Q6K00269_N05,TEST_KNOWN_K2,FMOD0087,UNKNOWN,FMOD0087,False
Q0091,Q6K00271,Q6K00271_N02,TEST_KNOWN_K2,FMOD0086,FMOD0086,FMOD0086,False
Q0091,Q6K00271,Q6K00271_N07,TEST_KNOWN_K2,FMOD0086,FMOD0086,FMOD0086,False
Q0092,Q6K00272,Q6K00272_N05,TEST_KNOWN_K2,FMOD0087,FMOD0087,FMOD0087,False
Q0092,Q6K00272,Q6K00272_N06,TEST_KNOWN_K2,FMOD0087,FMOD0087,FMOD0087,False
Q0092,Q6K00272,Q6K00272_N07,TEST_KNOWN_K2,FMOD0087,UNKNOWN,FMOD0087,False
Q0093,Q6K00273,Q6K00273_N01,TEST_KNOWN_K2,FMOD0023,UNKNOWN,FMOD0023,False
Q0093,Q6K00273,Q6K00273_N05,TEST_KNOWN_K2,FMOD0023,FMOD0023,FMOD0023,False
Q0093,Q6K00273,Q6K00273_N06,TEST_KNOWN_K2,FMOD0023,FMOD0023,FMOD0023,False
Q0094,Q6K00274,Q6K00274_N01,TEST_KNOWN_K2,FMOD0004,FMOD0004,FMOD0004,False
Q0094,Q6K00274,Q6K00274_N05,TEST_KNOWN_K2,FMOD0004,UNKNOWN,FMOD0004,False
Q0094,Q6K00274,Q6K00274_N06,TEST_KNOWN_K2,FMOD0004,UNKNOWN,FMOD0004,False
Q0095,Q6K00275,Q6K00275_N01,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0095,Q6K00275,Q6K00275_N03,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0095,Q6K00275,Q6K00275_N05,TEST_KNOWN_K2,FMOD0086,FMOD0086,FMOD0086,False
Q0095,Q6K00275,Q6K00275_N06,TEST_KNOWN_K2,FMOD0086,FMOD0086,FMOD0086,False
Q0095,Q6K00275,Q6K00275_N07,TEST_KNOWN_K2,FMOD0074,UNKNOWN,FMOD0074,False
Q0096,Q6K00276,Q6K00276_N03,TEST_KNOWN_K2,FMOD0087,FMOD0087,FMOD0087,False
Q0096,Q6K00276,Q6K00276_N04,TEST_KNOWN_K2,FMOD0087,UNKNOWN,FMOD0087,False
Q0096,Q6K00276,Q6K00276_N05,TEST_KNOWN_K2,FMOD0087,UNKNOWN,FMOD0087,False
Q0097,Q6K00277,Q6K00277_N02,TEST_KNOWN_K2,FMOD0067,UNKNOWN,FMOD0067,True
Q0097,Q6K00277,Q6K00277_N03,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,True
Q0097,Q6K00277,Q6K00277_N04,TEST_KNOWN_K2,FMOD0053,FMOD0053,FMOD0053,False
Q0097,Q6K00277,Q6K00277_N05,TEST_KNOWN_K2,FMOD0053,UNKNOWN,FMOD0053,False
Q0097,Q6K00277,Q6K00277_N06,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,True
Q0098,Q6K00278,Q6K00278_N03,TEST_KNOWN_K2,FMOD0014,FMOD0014,FMOD0014,False
Q0098,Q6K00278,Q6K00278_N04,TEST_KNOWN_K2,FMOD0014,FMOD0014,FMOD0014,False
Q0099,Q6K00279,Q6K00279_N01,TEST_KNOWN_K2,FMOD0051,FMOD0051,UNKNOWN,False
Q0099,Q6K00279,Q6K00279_N02,TEST_KNOWN_K2,FMOD0014,FMOD0014,FMOD0014,False
Q0099,Q6K00279,Q6K00279_N05,TEST_KNOWN_K2,FMOD0014,FMOD0014,FMOD0014,False
Q0099,Q6K00279,Q6K00279_N06,TEST_KNOWN_K2,FMOD0014,FMOD0014,UNKNOWN,False
Q0099,Q6K00279,Q6K00279_N07,TEST_KNOWN_K2,FMOD0051,UNKNOWN,UNKNOWN,False
Q0100,Q6K00280,Q6K00280_N02,TEST_KNOWN_K2,FMOD0051,UNKNOWN,UNKNOWN,False
Q0100,Q6K00280,Q6K00280_N04,TEST_KNOWN_K2,FMOD0051,UNKNOWN,FMOD0051,False
Q0100,Q6K00280,Q6K00280_N06,TEST_KNOWN_K2,FMOD0051,FMOD0051,FMOD0051,False
Q0101,Q6K00281,Q6K00281_N02,TEST_KNOWN_K2,FMOD0060,FMOD0060,FMOD0060,True
Q0101,Q6K00281,Q6K00281_N03,TEST_KNOWN_K2,FMOD0060,UNKNOWN,FMOD0060,True
Q0102,Q6K00282,Q6K00282_N05,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0102,Q6K00282,Q6K00282_N06,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0103,Q6K00283,Q6K00283_N03,TEST_KNOWN_K2,FMOD0036,UNKNOWN,FMOD0036,False
Q0103,Q6K00283,Q6K00283_N06,TEST_KNOWN_K2,FMOD0036,UNKNOWN,FMOD0036,False
Q0103,Q6K00283,Q6K00283_N07,TEST_KNOWN_K2,FMOD0036,FMOD0036,FMOD0036,False
Q0104,Q6K00284,Q6K00284_N03,TEST_KNOWN_K2,FMOD0016,UNKNOWN,FMOD0016,True
Q0104,Q6K00284,Q6K00284_N04,TEST_KNOWN_K2,FMOD0083,FMOD0083,FMOD0083,False
Q0104,Q6K00284,Q6K00284_N05,TEST_KNOWN_K2,FMOD0016,UNKNOWN,UNKNOWN,True
Q0104,Q6K00284,Q6K00284_N06,TEST_KNOWN_K2,FMOD0083,FMOD0083,FMOD0083,False
Q0104,Q6K00284,Q6K00284_N07,TEST_KNOWN_K2,FMOD0016,FMOD0016,UNKNOWN,True
Q0105,Q6K00285,Q6K00285_N02,TEST_KNOWN_K2,FMOD0083,FMOD0083,FMOD0083,False
Q0105,Q6K00285,Q6K00285_N05,TEST_KNOWN_K2,FMOD0083,FMOD0083,FMOD0083,False
Q0106,Q6K00286,Q6K00286_N01,TEST_KNOWN_K2,FMOD0051,FMOD0051,FMOD0051,False
Q0106,Q6K00286,Q6K00286_N02,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0106,Q6K00286,Q6K00286_N03,TEST_KNOWN_K2,FMOD0077,FMOD0077,FMOD0077,False
Q0106,Q6K00286,Q6K00286_N05,TEST_KNOWN_K2,FMOD0051,UNKNOWN,FMOD0051,False
Q0106,Q6K00286,Q6K00286_N06,TEST_KNOWN_K2,FMOD0051,FMOD0051,UNKNOWN,False
Q0107,Q6K00287,Q6K00287_N01,TEST_KNOWN_K2,FMOD0004,FMOD0004,FMOD0004,False
Q0107,Q6K00287,Q6K00287_N07,TEST_KNOWN_K2,FMOD0004,UNKNOWN,FMOD0004,False
Q0108,Q6K00288,Q6K00288_N01,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,False
Q0108,Q6K00288,Q6K00288_N02,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0108,Q6K00288,Q6K00288_N04,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,False
Q0108,Q6K00288,Q6K00288_N06,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0108,Q6K00288,Q6K00288_N07,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,False
Q0109,Q6K00289,Q6K00289_N01,TEST_KNOWN_K2,FMOD0099,FMOD0099,FMOD0099,True
Q0109,Q6K00289,Q6K00289_N03,TEST_KNOWN_K2,FMOD0099,FMOD0099,FMOD0099,True
Q0109,Q6K00289,Q6K00289_N04,TEST_KNOWN_K2,FMOD0040,UNKNOWN,FMOD0040,False
Q0109,Q6K00289,Q6K00289_N06,TEST_KNOWN_K2,FMOD0099,UNKNOWN,FMOD0099,True
Q0109,Q6K00289,Q6K00289_N07,TEST_KNOWN_K2,FMOD0040,UNKNOWN,FMOD0040,False
Q0111,Q6K00291,Q6K00291_N02,TEST_KNOWN_K2,FMOD0079,UNKNOWN,FMOD0079,False
Q0111,Q6K00291,Q6K00291_N03,TEST_KNOWN_K2,FMOD0079,FMOD0079,FMOD0079,False
Q0111,Q6K00291,Q6K00291_N06,TEST_KNOWN_K2,FMOD0066,FMOD0066,FMOD0066,False
Q0112,Q6K00292,Q6K00292_N02,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0112,Q6K00292,Q6K00292_N04,TEST_KNOWN_K2,FMOD0074,UNKNOWN,FMOD0074,False
Q0113,Q6K00293,Q6K00293_N03,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0113,Q6K00293,Q6K00293_N04,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0113,Q6K00293,Q6K00293_N05,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0114,Q6K00294,Q6K00294_N03,TEST_KNOWN_K2,FMOD0036,UNKNOWN,FMOD0036,False
Q0114,Q6K00294,Q6K00294_N07,TEST_KNOWN_K2,FMOD0036,FMOD0036,FMOD0036,False
Q0115,Q6K00295,Q6K00295_N06,TEST_KNOWN_K2,FMOD0066,FMOD0066,UNKNOWN,False
Q0116,Q6K00296,Q6K00296_N01,TEST_KNOWN_K2,FMOD0060,FMOD0060,UNKNOWN,True
Q0116,Q6K00296,Q6K00296_N03,TEST_KNOWN_K2,FMOD0060,FMOD0060,UNKNOWN,True
Q0116,Q6K00296,Q6K00296_N06,TEST_KNOWN_K2,FMOD0060,UNKNOWN,FMOD0060,True
Q0117,Q6K00297,Q6K00297_N01,TEST_KNOWN_K2,FMOD0040,FMOD0040,UNKNOWN,False
Q0117,Q6K00297,Q6K00297_N02,TEST_KNOWN_K2,FMOD0051,UNKNOWN,UNKNOWN,False
Q0117,Q6K00297,Q6K00297_N04,TEST_KNOWN_K2,FMOD0051,FMOD0051,UNKNOWN,False
Q0117,Q6K00297,Q6K00297_N05,TEST_KNOWN_K2,FMOD0051,FMOD0051,FMOD0051,False
Q0117,Q6K00297,Q6K00297_N06,TEST_KNOWN_K2,FMOD0040,UNKNOWN,UNKNOWN,False
Q0118,Q6K00298,Q6K00298_N01,TEST_KNOWN_K2,FMOD0036,UNKNOWN,FMOD0036,False
Q0118,Q6K00298,Q6K00298_N02,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0118,Q6K00298,Q6K00298_N03,TEST_KNOWN_K2,FMOD0036,FMOD0036,FMOD0036,False
Q0118,Q6K00298,Q6K00298_N06,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0118,Q6K00298,Q6K00298_N07,TEST_KNOWN_K2,FMOD0074,FMOD0074,FMOD0074,False
Q0119,Q6K00299,Q6K00299_N01,TEST_KNOWN_K2,FMOD0040,UNKNOWN,FMOD0040,False
Q0119,Q6K00299,Q6K00299_N03,TEST_KNOWN_K2,FMOD0089,UNKNOWN,FMOD0089,False
Q0119,Q6K00299,Q6K00299_N04,TEST_KNOWN_K2,FMOD0040,UNKNOWN,FMOD0040,False
Q0120,Q6K00300,Q6K00300_N01,TEST_KNOWN_K2,FMOD0086,FMOD0086,FMOD0086,False
Q0120,Q6K00300,Q6K00300_N02,TEST_KNOWN_K2,FMOD0067,UNKNOWN,FMOD0067,True
Q0120,Q6K00300,Q6K00300_N05,TEST_KNOWN_K2,FMOD0086,FMOD0086,FMOD0086,False
Q0120,Q6K00300,Q6K00300_N06,TEST_KNOWN_K2,FMOD0067,FMOD0067,FMOD0067,True
Q0120,Q6K00300,Q6K00300_N07,TEST_KNOWN_K2,FMOD0086,FMOD0086,FMOD0086,False
Q0121,Q6K00301,Q6K00301_N01,TEST_KNOWN_K3,FMOD0053,FMOD0053,FMOD0053,False
Q0121,Q6K00301,Q6K00301_N04,TEST_KNOWN_K3,FMOD0060,FMOD0060,UNKNOWN,True
Q0121,Q6K00301,Q6K00301_N07,TEST_KNOWN_K3,FMOD0060,FMOD0060,UNKNOWN,True
Q0122,Q6K00302,Q6K00302_N02,TEST_KNOWN_K3,FMOD0005,UNKNOWN,FMOD0005,False
Q0122,Q6K00302,Q6K00302_N05,TEST_KNOWN_K3,FMOD0005,UNKNOWN,FMOD0005,False
Q0123,Q6K00303,Q6K00303_N01,TEST_KNOWN_K3,FMOD0053,FMOD0053,FMOD0053,False
Q0123,Q6K00303,Q6K00303_N02,TEST_KNOWN_K3,FMOD0087,FMOD0087,FMOD0087,False
Q0123,Q6K00303,Q6K00303_N03,TEST_KNOWN_K3,FMOD0016,UNKNOWN,FMOD0016,True
Q0123,Q6K00303,Q6K00303_N06,TEST_KNOWN_K3,FMOD0053,FMOD0053,UNKNOWN,False
Q0123,Q6K00303,Q6K00303_N07,TEST_KNOWN_K3,FMOD0087,UNKNOWN,FMOD0087,False
Q0124,Q6K00304,Q6K00304_N02,TEST_KNOWN_K3,FMOD0083,UNKNOWN,FMOD0083,False
Q0124,Q6K00304,Q6K00304_N03,TEST_KNOWN_K3,FMOD0077,FMOD0077,FMOD0077,False
Q0124,Q6K00304,Q6K00304_N05,TEST_KNOWN_K3,FMOD0083,FMOD0083,FMOD0083,False
Q0124,Q6K00304,Q6K00304_N06,TEST_KNOWN_K3,FMOD0087,FMOD0087,FMOD0087,False
Q0124,Q6K00304,Q6K00304_N07,TEST_KNOWN_K3,FMOD0077,FMOD0077,FMOD0077,False
Q0125,Q6K00305,Q6K00305_N07,TEST_KNOWN_K3,FMOD0005,UNKNOWN,FMOD0005,False
Q0126,Q6K00306,Q6K00306_N02,TEST_KNOWN_K3,FMOD0014,FMOD0014,FMOD0014,False
Q0126,Q6K00306,Q6K00306_N03,TEST_KNOWN_K3,FMOD0077,UNKNOWN,FMOD0077,False
Q0126,Q6K00306,Q6K00306_N07,TEST_KNOWN_K3,FMOD0014,FMOD0014,FMOD0014,False
Q0127,Q6K00307,Q6K00307_N01,TEST_KNOWN_K3,FMOD0079,FMOD0079,FMOD0079,False
Q0127,Q6K00307,Q6K00307_N02,TEST_KNOWN_K3,FMOD0083,UNKNOWN,FMOD0083,False
Q0127,Q6K00307,Q6K00307_N03,TEST_KNOWN_K3,FMOD0036,UNKNOWN,UNKNOWN,False
Q0127,Q6K00307,Q6K00307_N06,TEST_KNOWN_K3,FMOD0036,UNKNOWN,FMOD0083,False
Q0127,Q6K00307,Q6K00307_N07,TEST_KNOWN_K3,FMOD0083,UNKNOWN,FMOD0083,False
Q0128,Q6K00308,Q6K00308_N03,TEST_KNOWN_K3,FMOD0050,UNKNOWN,FMOD0035,True
Q0128,Q6K00308,Q6K00308_N04,TEST_KNOWN_K3,FMOD0083,FMOD0083,UNKNOWN,False
Q0128,Q6K00308,Q6K00308_N05,TEST_KNOWN_K3,FMOD0083,UNKNOWN,UNKNOWN,False
Q0128,Q6K00308,Q6K00308_N06,TEST_KNOWN_K3,FMOD0050,UNKNOWN,FMOD0035,True
Q0129,Q6K00309,Q6K00309_N03,TEST_KNOWN_K3,FMOD0050,FMOD0050,FMOD0050,True
Q0129,Q6K00309,Q6K00309_N04,TEST_KNOWN_K3,FMOD0083,UNKNOWN,FMOD0035,False
Q0129,Q6K00309,Q6K00309_N07,TEST_KNOWN_K3,FMOD0050,FMOD0050,FMOD0050,True
Q0130,Q6K00310,Q6K00310_N01,TEST_KNOWN_K3,FMOD0022,FMOD0022,FMOD0022,False
Q0130,Q6K00310,Q6K00310_N03,TEST_KNOWN_K3,FMOD0005,UNKNOWN,FMOD0005,False
Q0130,Q6K00310,Q6K00310_N04,TEST_KNOWN_K3,FMOD0074,FMOD0074,FMOD0074,False
Q0130,Q6K00310,Q6K00310_N05,TEST_KNOWN_K3,FMOD0005,UNKNOWN,FMOD0005,False
Q0130,Q6K00310,Q6K00310_N06,TEST_KNOWN_K3,FMOD0074,UNKNOWN,FMOD0074,False
Q0131,Q6K00311,Q6K00311_N01,TEST_KNOWN_K3,FMOD0051,FMOD0051,FMOD0051,False
Q0131,Q6K00311,Q6K00311_N02,TEST_KNOWN_K3,FMOD0067,FMOD0067,UNKNOWN,True
Q0131,Q6K00311,Q6K00311_N04,TEST_KNOWN_K3,FMOD0051,FMOD0051,FMOD0051,False
Q0131,Q6K00311,Q6K00311_N06,TEST_KNOWN_K3,FMOD0067,FMOD0067,FMOD0067,True
Q0131,Q6K00311,Q6K00311_N07,TEST_KNOWN_K3,FMOD0086,FMOD0086,FMOD0086,False
Q0132,Q6K00312,Q6K00312_N02,TEST_KNOWN_K3,FMOD0023,UNKNOWN,FMOD0023,False
Q0132,Q6K00312,Q6K00312_N03,TEST_KNOWN_K3,FMOD0061,UNKNOWN,FMOD0061,False
Q0132,Q6K00312,Q6K00312_N05,TEST_KNOWN_K3,FMOD0023,FMOD0023,FMOD0023,False
Q0132,Q6K00312,Q6K00312_N06,TEST_KNOWN_K3,FMOD0061,UNKNOWN,FMOD0061,False
Q0133,Q6K00313,Q6K00313_N02,TEST_KNOWN_K3,FMOD0061,UNKNOWN,FMOD0061,False
Q0133,Q6K00313,Q6K00313_N06,TEST_KNOWN_K3,FMOD0061,UNKNOWN,FMOD0061,False
Q0134,Q6K00314,Q6K00314_N01,TEST_KNOWN_K3,FMOD0053,FMOD0053,UNKNOWN,False
Q0134,Q6K00314,Q6K00314_N03,TEST_KNOWN_K3,FMOD0099,FMOD0099,FMOD0099,True
Q0134,Q6K00314,Q6K00314_N04,TEST_KNOWN_K3,FMOD0099,UNKNOWN,FMOD0099,True
Q0134,Q6K00314,Q6K00314_N06,TEST_KNOWN_K3,FMOD0053,FMOD0053,UNKNOWN,False
Q0135,Q6K00315,Q6K00315_N03,TEST_KNOWN_K3,FMOD0060,UNKNOWN,FMOD0060,True
Q0135,Q6K00315,Q6K00315_N05,TEST_KNOWN_K3,FMOD0040,UNKNOWN,UNKNOWN,False
Q0136,Q6K00316,Q6K00316_N01,TEST_KNOWN_K3,FMOD0099,FMOD0099,FMOD0099,True
Q0136,Q6K00316,Q6K00316_N03,TEST_KNOWN_K3,FMOD0089,FMOD0089,FMOD0089,False
Q0136,Q6K00316,Q6K00316_N04,TEST_KNOWN_K3,FMOD0022,FMOD0022,FMOD0022,False
Q0136,Q6K00316,Q6K00316_N05,TEST_KNOWN_K3,FMOD0089,FMOD0089,FMOD0089,False
Q0136,Q6K00316,Q6K00316_N06,TEST_KNOWN_K3,FMOD0022,FMOD0022,FMOD0022,False
Q0137,Q6K00317,Q6K00317_N01,TEST_KNOWN_K3,FMOD0061,FMOD0061,FMOD0061,False
Q0137,Q6K00317,Q6K00317_N02,TEST_KNOWN_K3,FMOD0089,UNKNOWN,FMOD0089,False
Q0137,Q6K00317,Q6K00317_N06,TEST_KNOWN_K3,FMOD0096,FMOD0096,FMOD0096,False
Q0137,Q6K00317,Q6K00317_N07,TEST_KNOWN_K3,FMOD0096,FMOD0096,FMOD0096,False
Q0138,Q6K00318,Q6K00318_N01,TEST_KNOWN_K3,FMOD0004,UNKNOWN,FMOD0004,False
Q0138,Q6K00318,Q6K00318_N02,TEST_KNOWN_K3,FMOD0086,FMOD0086,FMOD0086,False
Q0138,Q6K00318,Q6K00318_N03,TEST_KNOWN_K3,FMOD0053,FMOD0053,UNKNOWN,False
Q0138,Q6K00318,Q6K00318_N04,TEST_KNOWN_K3,FMOD0004,UNKNOWN,FMOD0004,False
Q0138,Q6K00318,Q6K00318_N06,TEST_KNOWN_K3,FMOD0086,FMOD0086,FMOD0086,False
Q0139,Q6K00319,Q6K00319_N07,TEST_KNOWN_K3,FMOD0060,FMOD0060,FMOD0060,True
Q0141,Q6K00321,Q6K00321_N01,TEST_KNOWN_K3,FMOD0066,FMOD0066,UNKNOWN,False
Q0141,Q6K00321,Q6K00321_N05,TEST_KNOWN_K3,FMOD0040,FMOD0040,UNKNOWN,False
Q0141,Q6K00321,Q6K00321_N06,TEST_KNOWN_K3,FMOD0040,UNKNOWN,FMOD0040,False
Q0142,Q6K00322,Q6K00322_N01,TEST_KNOWN_K3,FMOD0089,UNKNOWN,FMOD0089,False
Q0142,Q6K00322,Q6K00322_N03,TEST_KNOWN_K3,FMOD0087,FMOD0087,FMOD0087,False
Q0142,Q6K00322,Q6K00322_N04,TEST_KNOWN_K3,FMOD0089,FMOD0089,FMOD0089,False
Q0142,Q6K00322,Q6K00322_N05,TEST_KNOWN_K3,FMOD0087,FMOD0087,FMOD0087,False
Q0142,Q6K00322,Q6K00322_N07,TEST_KNOWN_K3,FMOD0036,UNKNOWN,FMOD0036,False
Q0143,Q6K00323,Q6K00323_N02,TEST_KNOWN_K3,FMOD0036,FMOD0036,FMOD0036,False
Q0143,Q6K00323,Q6K00323_N04,TEST_KNOWN_K3,FMOD0077,FMOD0077,FMOD0077,False
Q0143,Q6K00323,Q6K00323_N07,TEST_KNOWN_K3,FMOD0077,FMOD0077,FMOD0077,False
Q0144,Q6K00324,Q6K00324_N03,TEST_KNOWN_K3,FMOD0067,FMOD0067,FMOD0067,True
Q0144,Q6K00324,Q6K00324_N04,TEST_KNOWN_K3,FMOD0067,FMOD0067,FMOD0067,True
Q0144,Q6K00324,Q6K00324_N06,TEST_KNOWN_K3,FMOD0051,FMOD0051,FMOD0051,False
Q0144,Q6K00324,Q6K00324_N07,TEST_KNOWN_K3,FMOD0051,UNKNOWN,FMOD0051,False
Q0145,Q6K00325,Q6K00325_N01,TEST_KNOWN_K3,FMOD0023,UNKNOWN,FMOD0023,False
Q0145,Q6K00325,Q6K00325_N06,TEST_KNOWN_K3,FMOD0086,FMOD0086,FMOD0086,False
Q0145,Q6K00325,Q6K00325_N07,TEST_KNOWN_K3,FMOD0086,FMOD0086,FMOD0086,False
Q0146,Q6K00326,Q6K00326_N02,TEST_KNOWN_K3,FMOD0099,FMOD0099,FMOD0099,True
Q0146,Q6K00326,Q6K00326_N04,TEST_KNOWN_K3,FMOD0099,FMOD0099,FMOD0099,True
Q0147,Q6K00327,Q6K00327_N02,TEST_KNOWN_K3,FMOD0051,UNKNOWN,UNKNOWN,False
Q0147,Q6K00327,Q6K00327_N03,TEST_KNOWN_K3,FMOD0051,UNKNOWN,FMOD0051,False
